Kundenr,Tur-id,Kundenavn,Hvorav PPL frys,Volum,Antall leveranser,PPL,Leveringsdag kunde,Leveringstid kunde fra,Leveringstid kunde til
2218,4351,Joker Gursken,0.5,3957.12,1,4.5,Torsdag,07:10,09:10
4070,4351,Joker Larsnes,1.0,7693.6,1,7.5,Torsdag,07:45,09:45
1126,4551,Joker Loen,0.5,2963.07,1,2.5,Torsdag,08:25,10:25
6170,4501,Joker Sæbø,0.5,1933.61,1,2.0,Torsdag,08:05,10:05
1890,4651,Joker Tomrefjord,0.5,3513.21,1,3.5,Torsdag,09:35,11:35
6011,4551,Joker Utvik,1.0,3236.38,1,3.5,Torsdag,10:50,12:50
3148,4351,Joker Åram,0.5,1931.58,1,2.5,Torsdag,08:40,10:40
13219,4701,Kaffebaren Ulsteinvik,0.5,598.31,1,1.0,Torsdag,11:10,13:10
6731,4502,Kantina Berte Kanutte Huset,0.5,1139.4,1,2.0,Torsdag,10:00,12:00
8944,4401,Kantine Lerstadveien 545,1.0,370.0,1,1.5,Torsdag,12:20,14:20
9305,4401,Kantine Tafjord Kraft,0.5,558.66,1,1.5,Torsdag,12:10,14:10
1642,4502,Kiosk Volda Ungdomsklubb,0.0,50.0,1,0.5,Torsdag,09:05,11:05
355,4501,Kiwi 827 Ørsta,2.5,18299.379999999997,2,14.699,Torsdag,06:30,08:30
7642,4503,Kiwi 830 Skjellebreida Volda,1.5,10582.19,1,9.21,Torsdag,19:30,21:30
9045,4109,Kiwi 832 Sundgata,0.0,10697.06,1,8.776,Torsdag,19:10,21:10
2958,4651,Kiwi 841 Skodje,1.0,9211.34,1,8.35,Torsdag,06:45,08:45
2936,4503,Kiwi 843 Volda,2.0,25387.02,1,17.999,Torsdag,19:20,21:20
2935,4602,Kiwi 844 Sykkylven,0.0,13169.15,1,10.555,Torsdag,06:55,08:55
9093,4054,Kiwi 849 Skarbøvik,0.0,10631.39,1,9.833,Torsdag,17:10,19:10
2931,4102,Kiwi 901 Nørve,2.5,19658.02,1,14.866,Torsdag,16:20,18:20
2932,4103,Kiwi 902 Spjelkavik,0.0,13662.31,1,12.283,Torsdag,16:50,18:50
2914,4451,Kiwi 903 Måløy,1.0,5766.4,1,6.2,Torsdag,10:00,12:00
2920,4252,Kiwi 905 Eggesbønes,0.0,12691.54,1,9.686,Torsdag,17:00,19:00
2927,4451,Kiwi 906 Deknepollen,0.0,3143.6,1,2.0,Torsdag,09:20,11:20
2908,4105,Kiwi 908 Klokkersund,1.0,11426.87,1,9.766,Torsdag,15:30,17:30
2939,4104,Kiwi 909 Flisnes,1.0,20908.9,1,17.79,Torsdag,20:00,22:00
2942,4751,Kiwi 910 Kverve,0.0,10091.66,1,10.46,Torsdag,16:40,18:40
2946,4402,Kiwi 911 Fiskarstrand,2.0,10663.07,1,9.34,Torsdag,15:40,17:40
2948,4601,Kiwi 912 Stranda,2.0,15077.02,1,12.349,Torsdag,08:40,10:40
2950,4551,Kiwi 913 Stryn,1.0,11177.02,1,10.633,Torsdag,07:20,09:20
2928,4702,Kiwi 914 Ulsteinvik,2.5,35488.64,1,27.123,Torsdag,17:05,19:05
2953,4751,Kiwi 915 Valderøy,1.0,10971.0,1,10.02,Torsdag,17:10,19:10
2955,4055,Kiwi 916 Kremmergaarden,0.0,6788.59,1,7.98,Torsdag,18:50,20:50
2957,4251,Kiwi 917 Myrvåg,2.5,24751.27,1,18.899,Torsdag,07:30,09:30
2959,4402,Kiwi 918 Langevåg,0.5,13169.34,1,11.08,Torsdag,16:55,18:55
2956,4055,Kiwi 919 Nedre Strandgate,0.0,5255.9,1,6.24,Torsdag,19:20,21:20
2947,4751,Kiwi 920 Breivika,1.0,13141.0,1,11.233,Torsdag,16:00,18:00
2930,4651,Kiwi 921 Vestnes,0.5,12882.08,1,12.016,Torsdag,08:55,10:55
2963,4451,Kiwi 922 Nordfjordeid,1.0,8480.8,1,8.533,Torsdag,07:30,09:30
2940,4108,Kiwi 923 Hatlane,0.0,6887.14,1,7.12,Torsdag,19:35,21:35
2961,4302,Kiwi 924 Vallekrysset,2.5,12931.02,1,10.833,Torsdag,06:50,08:50
2937,4502,Kiwi 925 Meieribygget Ørsta,1.5,15735.49,1,12.2,Torsdag,07:30,09:30
8358,4042,Kk Mat As,0.5,719.1,1,1.0,Torsdag,10:05,12:05
9321,4052,Koiwa Ramen,0.0,10.0,1,0.5,Torsdag,13:25,15:25
3567,4451,Kontorpunkt,0.0,2738.9,1,2.5,Torsdag,09:45,11:45
3295,4251,Lanternen As,0.5,902.99,1,1.5,Torsdag,08:35,10:35
13258,4351,Larsnes Mek Verksted As,0.5,550.3,1,1.0,Torsdag,07:55,09:55
8694,4052,Lets Eat Deli,0.5,805.24,1,2.0,Torsdag,13:35,15:35
13054,4251,Madelynn Coffee,0.5,287.33,1,1.0,Torsdag,10:50,12:50
211,4701,Marutham Hjørungavåg,1.5,4291.9,1,4.5,Torsdag,08:15,10:15
3735,4252,Meny Fosnavåg,1.0,7494.61,1,7.536,Torsdag,17:50,19:50
8620,4105,Meny Lerstad,1.0,8373.91,1,8.79,Torsdag,16:15,18:15
8063,4401,Mf Festøya,0.5,335.4,1,1.0,Torsdag,13:15,15:15
8586,4251,Mf Giskøy 100004,0.5,800.9,1,1.0,Torsdag,06:45,08:45
8587,4701,Mf Hadarøy Catering 100004,0.5,749.34,1,1.0,Torsdag,07:05,09:05
8064,4401,Mf Solavågen,1.0,625.79,1,1.5,Torsdag,13:25,15:25
8058,4401,Mf Tidefjord,0.0,95.6,1,0.5,Torsdag,13:05,15:05
12009,3251,Miljøstasjonen Hig,0.0,0.0,28,0.0,Torsdag,21:10,23:10
3891,4602,Møre Trafo Kantine,0.02,511.59,1,0.52,Torsdag,07:50,09:50
1151,4701,Napoli-pizzeria Ulst.vik,0.0,94.2,1,0.5,Torsdag,11:05,13:05
6086,4602,Nf Cowork As,0.5,294.0,1,1.0,Torsdag,08:00,10:00
9141,4052,Nonna Lina,0.0,449.83,1,0.5,Torsdag,13:30,15:30
8071,4101,Nor F. Postvegen 11,0.0,20.51,1,0.5,Torsdag,08:40,10:40
8070,4101,Nor F. Postvegen 17,0.5,452.39,1,1.0,Torsdag,08:20,10:20
8074,4101,Nor F. Postvegen15,0.02,375.33,1,0.52,Torsdag,08:30,10:30
8059,4052,Nor F. Røysegata,0.5,1532.19,1,2.5,Torsdag,12:00,14:00
8057,4051,Nor F. Spareb. 1 Smn,0.02,376.33,1,0.52,Torsdag,08:45,10:45
3999,4551,Nordfjord Kjøtt As Kantine,0.0,563.0,1,1.0,Torsdag,08:40,10:40
6442,4302,Nærbutikken Norddal,1.0,1740.64,1,2.5,Torsdag,08:40,10:40
7672,4351,Nærbutikken Rovde,0.5,2990.06,1,2.5,Torsdag,11:00,13:00
1968,4302,Olebuda,1.0,577.0,1,1.5,Torsdag,10:35,12:35
7591,4042,Pharma Marine,0.0,369.1,1,0.5,Torsdag,11:00,13:00
8882,4101,Quality Hotel Waterfront,0.5,3171.98,1,4.0,Torsdag,07:55,09:55
8942,4101,Quality Hotel Ålesund,0.5,1629.37,1,2.5,Torsdag,07:40,09:40
9312,4052,Rasoi Ålesund,0.0,51.8,1,0.5,Torsdag,13:35,15:35
2634,4602,Raus Restaurant,0.5,951.42,1,1.5,Torsdag,08:20,10:20
5181,4501,Rekkedal Gjestegard,0.0,30.0,1,0.0,Torsdag,09:10,11:10
2221,4351,Renex Avd Myklebust,0.5,1033.06,1,1.0,Torsdag,07:25,09:25
9079,4101,Sit Kafe/kantine Ålesund,0.5,1576.9,1,2.5,Torsdag,07:25,09:25
7906,4052,Skarbøvik Sykehjem 2024,0.0,49.2,1,0.5,Torsdag,12:40,14:40
7571,4651,Skrøppatausene,0.5,645.2,1,1.5,Torsdag,07:55,09:55
3289,4402,Soi One,0.0,312.4,1,0.5,Torsdag,16:05,18:05
6717,4503,Soi One Volda,0.5,952.5,1,1.5,Torsdag,19:15,21:15
9294,4052,Soi One Ålesund,0.5,1483.7,1,2.04,Torsdag,12:20,14:20
6084,4602,Sol Cafè,0.5,353.65,1,1.0,Torsdag,08:55,10:55
9055,4401,Spar Eidsnes,2.5,8720.36,1,7.0,Torsdag,12:45,14:45
880,4351,Spar Fiskåbygd,0.0,7672.68,1,6.71,Torsdag,09:35,11:35
1845,4252,Spar Fosnavåg,0.0,9667.58,1,8.35,Torsdag,18:30,20:30
5550,4502,Spar Hovdebygda,0.0,1115.17,1,1.0,Torsdag,08:45,10:45
1090,4402,Spar Langevåg,0.0,8933.36,1,9.683,Torsdag,16:15,18:15
4235,4451,Spar Raudeberg,0.0,3607.2,1,4.5,Torsdag,11:25,13:25
8697,4103,Spar Spjelkavik,0.0,5595.56,1,5.23,Torsdag,16:20,18:20
6600,4702,Spar Straumane,0.0,5618.23,1,5.35,Torsdag,18:05,20:05
6780,4601,Spar Svingen,1.0,4651.48,1,5.32,Torsdag,11:55,13:55
7765,4702,Spar Ulsteinvik,1.0,8333.97,1,8.333,Torsdag,18:35,20:35
7450,4503,Spar Vartdal,0.5,9274.79,1,9.18,Torsdag,16:50,18:50
4225,4102,Spar Åse,0.0,15210.72,1,12.85,Torsdag,15:35,17:35
8479,4101,Spisestua Kafe Og Restaurant,0.0,792.9,1,1.0,Torsdag,09:00,11:00
8967,4401,Spjelkavik Veiservice,1.0,1327.75,1,2.0,Torsdag,11:25,13:25
1689,4052,St1 Vegsund 9377,1.5,2318.41,1,3.0,Torsdag,11:25,13:25
1698,4502,St1 Ørsta 9163,1.02,1556.5,1,2.02,Torsdag,07:40,09:40
6433,4601,Stabburet Sve Kantine St-soh,0.02,1424.24,1,1.52,Torsdag,10:20,12:20
9232,4052,Stift.viti Avd Sunnm.museum,0.5,211.6,1,1.0,Torsdag,13:45,15:45
500,4601,Storfjord Kulturhus,0.0,33.6,1,0.5,Torsdag,09:05,11:05
6456,4601,Stranda Bakeri,0.5,714.66,1,1.0,Torsdag,09:25,11:25
6599,4601,Stranda Booking,0.0,231.8,1,0.5,Torsdag,09:55,11:55
6548,4601,Stranda Omsorgss.avd Solbakken,0.5,84.5,1,1.0,Torsdag,11:45,13:45
6545,4601,Stranda Omsorgssenter,0.5,1208.78,1,1.5,Torsdag,10:10,12:10
9085,4401,Sunde Fjord Hotel As,0.5,1097.1,1,1.5,Torsdag,12:55,14:55
2684,4551,Sunde Kiosken,0.5,546.33,1,1.0,Torsdag,09:00,11:00
6853,4602,Sykkylven Bu Og Aktivitetss.,0.5,696.7,1,1.0,Torsdag,08:30,10:30
13313,4052,Thon Hotel Baronen,0.0,300.0,1,0.5,Torsdag,11:25,13:25
13333,4501,"Toma Kant.nørestranda,1188202",0.0,30.0,1,0.0,Torsdag,10:20,12:20
12201,4501,Trsp.o. Bacalaofabrikken,0.0,0.0,1,0.0,Torsdag,11:31,13:31
9279,4051,Tyrholm Og Farstad,0.5,194.8,1,0.5,Torsdag,07:00,16:00
7312,4701,Ulstein Arena 252201,0.5,221.8,1,1.0,Torsdag,10:25,12:25
7311,4701,Ulstein Sjukeheim 304101,0.52,1856.38,1,2.02,Torsdag,09:35,11:35
7385,4052,Valaker Avd. Rådhuset Ålesund,0.0,414.5,1,0.5,Torsdag,12:15,14:15
13220,4051,Valaker Avd. Ålesund Storsente,0.5,598.91,1,1.0,Torsdag,08:35,10:35
7435,4351,Vanylven Omsorgsenter 50401,0.5,907.1,1,1.5,Torsdag,09:10,11:10
1640,4502,Volda Omsorgssenter 410401,0.52,2930.1,1,3.52,Torsdag,09:10,11:10
1838,4502,Volda Sjukehus Hf Avd 9033,0.5,27.2,1,1.0,Torsdag,09:30,11:30
8053,4602,Welle Gravferdstjenester,0.5,274.5,1,1.0,Torsdag,07:26,09:26
376,4103,Yusuf,0.0,0.0,1,0.5,Torsdag,15:45,17:45
8130,4502,Ørstaheimen Felleskj 31266,0.0,0.0,1,0.5,Torsdag,08:05,10:05
8963,4051,Ålesund Sjukehus Hf Avd 9034,1.0,456.2,1,2.0,Torsdag,07:25,09:25
