,Depot,"Geiranger, 6216 Geiranger","Storfjordvegen 550, 6260 Skodje","Sæbøvegen 26, 6165 Sæbø","Parkgata 2, 6003 Ålesund","Langsten, 6264 Tennfjord","Ålesund, 6002 Ålesund",Aursnes Kiosk & Bistro,"Blakstad, 6008 Ålesund",Brasserie Posten,"Digernes, 6057 Ellingsøy","Moa, 6010 Ålesund",LORKENESTORGET,Brygga Sportsbar,BROGATA 1,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Straumgjerde,NEDRE STRANDGATE 9,Bunnpris Ørsta,"Volda, 6100 Volda",Café Nova,Det Lille Napoli,KIRKEGATA 1 A,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ulsteinvik, 6065 Ulsteinvik","Fosnavåg, 6090 Fosnavåg","Sunde, 6030 Sunde",Fiskå Brygge Gjestgiveri,"Hareid, 6060 Hareid","Hatlane, 6008 Ålesund",Herøy omsorgssenter,Hjørundfjordheimen,KONGENS GATE 27,Innvik,Innvik Fjordhotell,"Hovdebygda, 6160 Hovdebygda",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Joker Geiranger,Joker Gursken,Joker Larsnes,Joker Loen,Joker Sæbø,Joker Tomrefjord,Joker,Joker Åram,KaffeBaren AS,Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",KONGENS GATE 30,"Larsnes, 6098 Nerlandsøy",KEISER WILHELMS GATE 32,"Hjørungavåg, 6092 Fosnavåg",Meny Fosnavåg,LERSTADVEGEN 291,"Giske, 6050 Valderøya","Solavågen, 6240 Ørskog","HIG, 6010 Ålesund",KORSEGATA 4,POSTVEGEN 11,POSTVEGEN 17,POSTVEGEN 15,"Nordfjordeid, 6770 Nordfjordeid",Nærbutikken Norddal,Nærbutikken Rovde,Olebuda,Quality Hotel Waterfront,SORENSKRIVER BULLS GATE 7,RÅDSTUGATA 3B,"Rekkedal, 6210 Valldal",OLE THORESENS GATE 16,RASMUS RØNNEBERGS GATE 4,SOLAVÅGSEIDET 76,Spar Fiskåbygd,Spar Fosnavåg,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Ulsteinvik,Spar Vartdal,Øvre Geilegrend 1,Esso Spjelkavik,St1 Vegsund,St1 Ørsta,"Ålesund, 6009 Ålesund",Storfjord kulturhus,Stranda Bakeri og Konditori,"Stranda, 6200 Stranda","Stranda, 6200 Stranda",Stranda omsorgssenter,"Sundgata 26, 6030 Sunde","Sykkylven, 6230 Sykkylven",Thon Hotel Baronen,Ulstein Arena,Ulstein sjukeheim,"Rådhuset, 6002 Ålesund","Fiskå, 6139 Fiskå",Volda omsorgssenter sjukeheim,"Ørsta, 6150 Ørsta","Åsehaugen 5, 6017 Ålesund"
"Digernes, 6057 Ellingsøy",20455.3,84218.2,32723.7,68950.4,25327.3,18276.5,25190.9,19872.5,22463.5,83886.1,0.0,23979.2,24942.0,48681.3,26375.2,38079.9,23520.4,31521.4,22466.2,145899.6,15512.7,25131.7,15057.2,30240.7,25021.4,64184.2,74368.7,48613.9,63466.4,25211.5,18321.9,37940.0,20776.0,15048.4,22962.5,64169.3,24929.7,48376.3,74255.3,22202.9,95443.9,39553.7,22972.8,73677.1,89029.9,25362.5,162756.2,163050.2,67392.6,89176.1,26776.7,147478.2,84166.0,68652.5,74049.7,139831.2,89086.8,34790.9,170230.3,95793.0,48645.7,63874.2,24152.2,6708.9,74869.6,23170.4,27471.7,22609.4,14834.6,144399.2,21274.0,20059.4,20480.8,22840.9,28738.2,56386.3,129407.5,48245.4,27617.6,24968.0,57046.7,30570.1,25549.1,13767.3,41144.4,130681.7,19473.7,14651.5,63966.6,25329.3,76416.1,24657.8,40408.9,75783.4,17738.6,36389.0,5443.8,15739.0,24711.7,14876.2,14717.8,14720.6,131657.7,62673.6,94676.8,83947.7,25244.4,25137.3,24405.5,49891.1,27656.8,24958.0,21062.2,95162.4,74174.0,67378.7,31221.0,153045.2,14941.0,51040.1,54955.4,47173.7,43804.9,17124.5,14256.4,17817.4,64308.7,25988.9,56320.6,56403.0,56398.6,55233.9,55233.9,22206.3,23661.3,14970.1,48445.6,49390.0,25065.6,98050.1,73069.7,64157.0,23334.4
"Moa, 6010 Ålesund",25226.6,104526.7,46931.6,73721.7,11280.8,32607.2,11144.4,34080.4,11105.7,104194.6,23972.6,0.0,10895.6,53452.6,12328.7,42851.2,37728.3,36292.7,11303.5,150503.5,35821.2,11085.2,20530.2,44448.5,10974.9,68955.5,79140.0,53385.2,68237.7,11165.0,23093.2,42711.3,13459.7,19629.9,37170.4,68940.6,10883.3,53147.6,79026.7,26974.2,100215.2,44325.0,11411.8,78448.4,93801.3,11316.0,167360.1,167654.1,72164.0,93947.4,41107.4,152249.5,104474.5,73423.8,78821.0,144435.1,93858.1,49121.6,174834.2,100564.3,53417.1,68645.5,10105.7,25732.8,79641.0,37378.2,13425.2,11446.7,20307.6,149170.5,13957.7,13881.5,25252.1,11279.9,33509.5,70594.2,134011.4,53016.7,13571.1,10921.5,61818.1,35341.4,11502.6,19604.8,61452.9,135453.1,15522.6,19422.8,68737.9,11282.8,81187.5,10611.3,45180.3,80554.7,16306.3,14999.7,28696.2,19368.4,10665.2,19116.9,18958.6,18961.4,136429.1,82982.1,99448.1,104256.2,11197.9,11090.8,10359.0,70199.6,13610.3,10911.6,25833.5,99933.7,78945.3,72150.0,35992.4,157816.5,20615.7,55811.4,69163.3,51945.0,48576.2,17685.8,19882.3,22588.7,69080.0,11942.4,70528.4,70610.9,70606.4,69441.7,69441.7,26977.7,37869.1,20586.6,53216.9,54161.3,11019.1,102821.4,77841.0,68928.3,11976.6
LORKENESTORGET,16932.0,108114.9,38636.9,65427.0,430.5,43052.9,294.1,25785.7,2811.1,107782.8,25110.5,10979.0,0.0,45158.0,1478.4,34556.6,29433.6,27998.0,3008.8,142208.8,39409.4,570.8,12235.6,36153.9,124.6,60660.9,70845.3,45090.6,59943.0,314.7,14798.6,34416.7,5165.0,11335.2,28875.8,60645.9,546.2,44853.0,70732.0,18679.6,91920.6,36030.4,3117.2,70153.8,85506.6,801.6,159065.5,159359.5,63869.3,85652.7,51553.2,143954.8,108062.6,65129.1,70526.4,136140.4,85563.5,59567.4,166539.5,92269.6,45122.4,60350.9,862.0,31187.9,71346.3,29083.6,2574.9,3152.1,12013.0,140875.9,5663.0,5586.9,16957.5,2985.3,25214.9,62299.5,125716.7,44722.1,2720.8,119.8,53523.4,27046.7,652.3,11310.1,65041.0,127158.4,7227.9,11128.2,60443.3,768.4,72892.8,501.4,36885.6,72260.1,8011.6,14137.6,29340.5,11073.8,306.1,10822.3,10663.9,10666.7,128134.4,86570.3,91153.5,107844.4,347.7,790.7,638.0,73787.8,2760.0,78.7,17538.9,91639.1,70650.6,63855.4,27697.7,149521.8,12321.1,47516.8,60868.6,43650.4,40281.6,9391.2,11587.6,14294.1,60785.4,1092.1,62233.8,62316.2,62311.8,61147.1,61147.1,18683.0,29574.5,12292.0,44922.2,45866.7,504.7,94526.8,69546.3,60633.7,3682.0
Brygga Sportsbar,31401.8,131985.1,56316.2,37331.0,45861.1,66625.7,45724.7,43464.9,42997.3,131653.0,48980.8,53764.1,45475.9,0.0,46909.0,11202.4,47112.8,33818.7,43000.0,107029.6,63279.6,45665.5,34344.1,53833.1,45555.2,32912.1,33693.4,323.8,33026.7,45745.3,32477.8,11140.6,41309.8,34418.7,46555.0,32350.5,45463.6,304.8,27568.2,28880.7,48756.7,12144.6,43506.6,26989.9,56135.3,45896.3,123886.2,124180.2,30535.2,56281.5,75126.0,100791.0,131932.9,21965.3,27362.5,100961.1,56192.2,83140.2,131360.3,49105.8,333.5,32566.4,44686.0,55058.2,34194.3,46762.8,48005.5,43143.3,34344.1,97712.0,41807.8,40184.2,34636.7,43374.8,31035.5,79978.7,90537.4,753.2,48151.4,45501.8,10359.6,32867.4,46082.9,35728.3,88911.3,91979.1,38959.9,34724.2,32662.1,45863.1,29729.0,45191.6,8714.3,29096.2,37863.3,56922.8,50972.5,34508.3,45245.5,35410.0,35251.7,35254.5,92955.1,110440.5,54001.5,131714.6,45778.2,45671.1,44939.3,97658.0,48190.6,45491.9,27953.7,48475.2,27486.8,30521.3,33518.3,106358.0,34177.7,4352.9,78547.8,1616.0,52615.7,36697.6,34787.1,31973.3,32269.5,46522.7,79913.0,79995.4,79991.0,78826.3,78826.3,28884.2,47253.7,34148.6,506.7,1497.8,45599.4,51362.9,32394.4,32382.6,43868.3
BROGATA 1,18346.9,109529.8,40051.8,66841.9,1668.6,44467.8,1394.3,27200.6,4225.9,109197.6,26525.4,12393.9,1460.2,46572.8,0.0,35971.4,30848.5,29412.9,4423.7,143623.7,40824.3,1985.7,13650.5,37568.8,1370.0,62075.8,72260.2,46505.5,61357.9,1297.4,16213.5,35831.6,6579.9,12750.1,30290.6,62060.8,1961.1,46267.9,72146.9,20094.5,93335.5,37445.3,4532.0,71568.7,86921.5,2216.5,160480.4,160774.4,65284.2,87067.6,52968.0,145369.7,109477.5,66544.0,71941.2,137555.3,86978.4,60982.3,167954.4,93684.5,46537.3,61765.8,2276.9,32602.8,72761.2,30498.5,1133.3,4567.0,13427.9,142290.8,7077.9,7001.8,18372.4,4400.2,26629.8,63714.4,127131.6,46137.0,1279.2,1534.6,54938.3,28461.6,807.8,12725.0,66455.9,128573.3,8642.8,12543.1,61858.2,2183.3,74307.7,1916.3,38300.5,73675.0,9426.5,15552.5,30755.4,12488.7,1721.0,12237.2,12078.8,12081.6,129549.3,87985.2,92568.4,109259.3,1112.5,2205.6,2052.9,75202.7,1318.4,1493.6,18953.8,93054.0,72065.5,65270.3,29112.6,150936.7,13736.0,48931.7,62283.5,45065.2,41696.5,10806.1,13002.5,15708.9,62200.3,756.2,63648.7,63731.1,63726.7,62562.0,62562.0,20097.9,30989.4,13706.9,46337.1,47281.6,1919.6,95941.7,70961.2,62048.6,5096.9
Bunnpris Hareid,20320.0,120903.3,45234.4,46594.1,34779.3,55544.0,34642.9,32383.1,31915.5,120571.2,37899.0,42682.3,34394.1,11257.2,35827.2,0.0,36031.1,22736.9,31918.2,116292.6,52197.8,34583.7,23262.3,42751.3,34473.4,42175.2,42956.5,11189.8,42289.7,34663.5,21396.0,515.9,30228.0,23336.9,35473.2,41613.6,34381.8,10952.2,36831.2,17799.0,58019.8,1550.0,32424.8,36253.0,65398.4,34814.5,133149.3,133443.3,39798.3,65544.6,64044.2,110054.1,120851.1,31228.4,36625.6,110224.2,65455.3,72058.4,140623.4,58368.9,11221.7,41829.5,33604.2,43976.4,43457.4,35681.0,36923.7,32061.5,23262.4,106975.1,30726.0,29102.4,23554.9,32293.0,19953.7,68896.9,99800.5,10821.3,37069.6,34420.0,19622.6,21785.6,35001.1,24646.5,77829.5,101242.2,27878.1,23642.4,41925.2,34781.3,38992.1,34109.9,2984.8,38359.3,26781.6,45841.0,39890.7,23426.5,34163.8,24328.2,24169.9,24172.7,102218.2,99358.7,63264.6,120632.8,34696.4,34589.3,33857.5,86576.2,37108.8,34410.1,16871.9,57738.3,36749.9,39784.3,22436.5,115621.1,23096.0,13616.0,67466.1,9749.6,61878.8,25615.9,23705.3,20891.5,41532.6,35440.9,68831.2,68913.7,68909.2,67744.5,67744.5,17802.4,36171.9,23066.8,11021.5,11965.9,34517.6,60626.0,41657.5,41645.7,32786.5
"Ikornes, 6222 Ikornnes",18866.6,76012.0,11554.1,57898.7,29723.6,40946.9,29587.2,3691.1,26859.8,75679.9,23301.9,37626.6,29338.3,47092.6,30771.5,36491.2,0.0,29932.6,26862.5,122738.6,30615.2,29528.0,18206.5,7079.7,29417.7,53132.5,63317.0,47025.2,52414.7,29607.8,15014.9,36351.3,25172.3,18281.2,557.9,53117.6,29326.0,46787.6,72666.6,20614.2,111985.8,37965.0,27369.1,72088.4,77978.3,29758.7,139595.2,139889.2,56341.0,78124.4,49447.1,173680.5,75959.8,67063.7,72461.0,116670.2,78035.1,57461.3,147069.3,94204.2,47057.0,52822.5,28548.5,25131.5,63818.0,563.8,31868.0,27005.7,18206.6,170601.5,25670.3,24046.7,12790.4,27237.2,27149.5,33225.3,106246.5,46656.7,32013.8,29364.3,55458.0,28981.3,29945.4,19590.8,56246.9,119448.6,22822.3,18586.7,52915.0,29725.6,74827.4,29054.1,38820.2,74194.7,21725.8,40785.3,19237.0,18370.8,29108.0,19272.5,19114.1,19116.9,119667.7,54467.4,83625.2,75741.5,29640.7,29533.6,28801.8,40754.9,32053.1,29354.3,19473.5,111704.3,72585.2,56327.1,29632.3,179247.5,18040.2,49451.4,31794.4,45585.0,32753.3,20560.1,18649.6,15345.7,53257.1,30385.2,33159.6,33242.0,33237.6,32072.9,32072.9,20617.6,604.5,18011.1,46856.8,47801.3,29461.9,114592.0,62018.0,53105.3,27730.7
Bunnpris Langevåg,13913.4,114496.7,38827.7,58139.8,28372.7,49137.3,28236.3,25976.5,25508.9,114164.6,31492.3,36275.7,27987.4,33458.4,29420.6,22857.0,29624.4,0.0,25511.6,134921.6,45791.2,28177.1,16855.6,36344.7,28066.8,53373.6,63558.1,33391.1,52655.8,28256.9,14989.4,22717.2,23821.4,16930.3,29066.5,53358.7,27975.1,33153.5,59032.5,11392.3,80221.1,24330.9,26018.2,58454.2,78219.3,28407.8,151778.2,152072.2,56582.1,78365.5,57637.5,132255.3,114444.4,53429.6,58826.8,128853.1,78276.2,65651.7,159252.3,80570.1,33422.9,53063.6,27197.6,37569.7,64059.1,29274.4,30517.1,25654.8,16855.7,129176.4,24319.4,22695.8,17148.2,25886.3,2946.4,62490.3,118429.4,33022.6,30662.9,28013.4,41823.9,964.3,28594.5,18239.9,71422.8,119871.1,21471.4,17235.8,53156.0,28374.7,61193.3,27703.2,25186.1,60560.6,20374.9,39434.4,33484.1,17019.9,27757.1,17921.6,17763.2,17766.0,120847.1,92952.1,83866.2,114226.2,28289.8,28182.7,27450.9,80169.6,30702.2,28003.4,10465.2,79939.5,58951.1,56568.1,702.3,137822.3,16689.3,35817.2,61059.4,31950.8,32994.3,19209.2,17298.7,14484.8,53498.1,29034.3,62424.6,62507.0,62502.6,61337.9,61337.9,11395.7,29765.2,16660.2,33222.7,34167.2,28111.0,82827.3,62259.1,53346.4,26379.8
Bunnpris Nørve,14643.1,105826.0,36348.1,63138.1,3145.5,40466.6,3009.1,23496.8,260.6,105493.9,22821.7,11048.6,2760.3,42869.1,4193.4,32267.7,27144.7,25709.1,0.0,139919.9,37120.5,2949.9,9946.7,33865.0,2839.6,58372.0,68556.4,42801.7,57654.1,3029.7,12509.7,32127.8,2149.7,9046.3,26586.9,58357.1,2748.0,42564.1,68443.1,16390.7,89631.7,33741.5,769.9,67864.9,83217.7,3180.7,156776.6,157070.6,61580.4,83363.9,48966.8,141665.9,105773.8,62840.2,68237.5,133851.5,83274.6,56981.1,164250.6,89980.8,42833.5,58062.0,1970.5,28899.1,69057.4,26794.7,5289.9,293.1,9724.1,138587.0,2224.0,3298.0,14668.6,638.0,22926.0,60010.6,123427.8,42433.2,5435.8,2786.2,51234.5,24757.8,3367.4,9021.2,62752.2,124869.5,4939.0,8839.3,58154.4,3147.5,70603.9,2476.1,34596.7,69971.2,5722.7,14207.2,27051.6,8784.9,2530.0,8533.4,8375.0,8377.8,125845.5,84281.4,88864.6,105555.5,3062.7,2955.6,2223.8,71498.9,5475.1,2776.3,15250.0,89350.2,68361.8,61566.5,25408.8,147232.9,10032.2,45227.9,58579.8,41361.5,37992.7,7102.3,9298.7,12005.2,58496.5,3807.1,59944.9,60027.4,60022.9,58858.2,58858.2,16394.1,27285.6,10003.1,42633.3,43577.8,2883.9,92237.9,67257.4,58344.8,1131.5
Bunnpris Olden,128070.5,92206.1,119707.0,80132.8,142529.7,163334.7,142393.4,126078.9,139666.0,92088.6,145689.7,150432.8,142144.5,107177.2,143577.6,116311.6,122736.8,134892.1,139668.6,0.0,153003.1,142334.1,131012.7,115669.3,142223.9,82526.2,73582.0,107224.8,82365.6,142414.0,129146.5,116249.9,137978.5,131087.4,123172.0,81924.3,142132.2,107205.8,120671.3,123887.0,128124.0,117253.9,140175.3,120093.0,86697.7,142564.9,17015.1,17309.1,80762.7,86843.8,171834.9,116379.4,92153.9,115068.4,120465.6,6225.1,86754.5,179849.1,24489.2,143464.8,107234.5,82180.5,141354.7,147519.3,73406.6,123007.4,144674.2,139811.9,131012.8,113300.4,138476.5,136852.9,135178.3,140043.4,132108.9,94752.1,16965.5,106880.1,144820.0,142170.4,103462.7,133940.8,142751.6,132397.0,155906.7,62147.5,135628.5,131392.9,81791.4,142531.8,122832.1,141860.3,113823.6,122199.3,134532.0,153591.5,141624.9,131177.0,141914.2,132078.7,131920.3,131923.1,62366.6,121049.1,96606.5,92026.9,142446.9,142339.8,141608.0,102281.6,144859.3,142160.5,124622.3,127842.5,120589.9,80748.8,134591.7,121946.4,130846.4,105311.1,94209.4,107886.0,101954.6,133366.3,131455.8,128641.9,81920.4,143191.4,94686.3,94768.8,94764.3,93599.6,93599.6,123890.4,123048.1,130817.3,107407.7,106600.9,142268.1,130730.2,74770.3,82014.2,140536.9
Bunnpris Sjøholt,34816.6,68967.8,39851.7,83311.7,39688.6,30130.6,39552.2,27000.4,36824.8,68635.6,15295.0,35833.4,39303.3,63042.6,40736.5,52441.2,30648.4,45882.7,36827.5,133281.9,0.0,39493.0,29418.5,37368.6,39382.7,78545.5,88730.0,62975.2,77827.7,39572.8,30251.9,52301.3,35137.3,29409.7,30090.5,78530.6,39291.0,62737.6,88616.6,36564.2,109805.2,53915.0,37334.1,88038.4,103391.2,39723.8,150138.5,150432.5,81754.0,103537.4,38630.9,161839.5,68915.5,83013.8,88411.0,127213.5,103448.1,37971.5,157612.6,110154.3,63007.1,78235.5,38513.5,10148.6,89231.0,30298.3,41833.0,36970.7,29195.9,158760.5,35635.3,34420.7,28027.4,37202.2,43099.5,38805.7,116789.8,62606.7,41978.9,39329.3,71408.0,44931.4,39910.4,28128.6,25893.9,145043.0,33835.0,29012.8,78327.9,39690.6,90777.4,39019.1,54770.2,90144.7,32099.9,50750.3,12571.8,30100.3,39073.0,29237.5,29079.1,29081.9,146019.0,47423.2,109038.1,68697.2,39605.7,39498.6,38766.8,34640.6,42018.1,39319.3,35423.5,109523.7,88535.3,81740.0,45582.3,167406.5,29302.3,65401.4,62083.4,61535.0,58166.2,31485.8,28617.7,32178.7,78670.0,40350.2,38766.4,38602.4,38598.0,40039.8,40039.8,36567.6,30789.2,29331.4,62806.9,63751.3,39426.9,112411.4,87431.0,78518.3,37695.7
SKAREGATA 1,16993.1,108176.0,38698.0,65488.1,950.3,43114.0,813.9,25846.8,2872.1,107843.8,25171.6,11040.0,565.1,45219.0,1998.2,34617.6,29494.7,28059.1,3069.9,142269.9,39470.5,0.0,12296.6,36215.0,644.4,60721.9,70906.4,45151.7,60004.1,834.5,14859.7,34477.8,5226.1,11396.3,28936.8,60707.0,478.9,44914.1,70793.1,18740.7,91981.7,36091.5,3178.2,70214.8,85567.7,325.5,159126.5,159420.5,63930.4,85713.8,51614.2,144015.9,108123.7,65190.2,70587.4,136201.5,85624.5,59628.4,166600.6,92330.7,45183.5,60411.9,827.1,31249.0,71407.4,29144.7,3094.7,3213.2,12074.0,140936.9,5724.1,5648.0,17018.5,3046.4,25275.9,62360.6,125777.8,44783.2,3240.6,445.3,53584.5,27107.8,1172.1,11371.2,65102.1,127219.5,7289.0,11189.3,60504.4,292.4,72953.9,553.7,36946.7,72321.2,8072.7,14198.7,29401.6,11134.9,501.5,10883.3,10725.0,10727.8,128195.5,86631.4,91214.6,107905.4,867.5,251.3,610.8,73848.8,3279.8,486.4,17600.0,91700.1,70711.7,63916.5,27758.8,149582.9,12382.2,47577.8,60929.7,43711.4,40342.7,9452.3,11648.7,14355.1,60846.5,1611.9,62294.9,62377.3,62372.9,61208.1,61208.1,18744.1,29635.5,12353.0,44983.3,45927.8,320.6,94587.9,69607.4,60694.7,3743.1
Bunnpris Spjelkavik,5798.6,97894.9,27503.6,54293.7,12779.7,32535.5,12643.3,14652.3,9916.0,97562.8,14890.5,20682.8,12394.5,34024.6,13827.6,23423.2,18300.3,16864.7,9918.6,131075.4,29189.4,12584.1,0.0,25020.5,12473.9,49527.5,59712.0,33957.2,48809.6,12664.0,3665.2,23283.3,8228.5,1337.3,17742.4,49512.6,12382.2,33719.6,59598.6,7546.2,80787.2,24897.0,10425.3,59020.4,74373.2,12814.9,147932.1,148226.1,52735.9,74519.4,41035.7,132821.5,97842.6,53995.8,59393.0,125007.0,74430.1,49049.9,155406.2,81136.3,33989.0,49217.5,11604.7,20967.9,60212.9,17950.2,14924.2,10061.9,282.6,129742.5,8726.5,7102.8,5824.1,10293.4,14081.5,51166.2,114583.3,33588.7,15070.0,12420.4,42390.0,15913.4,13001.6,1720.0,54821.0,116025.0,5878.5,1397.0,49309.9,12781.8,61759.4,12110.3,25752.2,61126.7,4782.0,23841.5,19120.5,1426.9,12164.2,2328.6,2170.3,2173.1,117001.0,76350.3,80020.1,97624.4,12696.9,12589.8,11858.0,63567.8,15109.3,12410.5,6405.5,80505.7,59517.3,52722.0,16564.3,138388.5,166.3,36383.4,49735.3,32517.0,29148.2,3616.3,773.7,3160.7,49652.0,13441.3,51100.4,51182.9,51178.4,50013.7,50013.7,7549.6,18441.1,195.4,33788.9,34733.3,12518.1,83393.4,58413.0,49500.3,10786.9
Bunnpris Straumgjerde,25585.1,68971.8,18383.4,63407.7,36442.1,47665.4,36305.7,10409.6,33578.3,68639.6,30020.4,44345.1,36056.9,53811.1,37490.0,43209.7,7067.4,36651.2,33581.0,115698.4,37333.7,36246.5,24925.1,0.0,36136.2,58641.5,68826.0,53743.7,57923.7,36326.3,21733.4,43069.8,31890.8,24999.7,7502.6,58626.6,36044.6,53506.1,79385.1,27332.7,117494.8,44683.5,34087.6,78806.9,83046.2,36477.3,132555.0,132849.0,61850.0,82880.0,56165.6,166640.2,68919.5,73782.3,79179.5,109629.9,82906.7,64179.8,140029.1,100922.8,53775.5,58331.5,35267.0,31850.0,69327.0,7338.1,38586.5,33724.3,24925.1,163561.3,32388.8,30765.2,19509.0,33955.8,33868.0,26185.1,99206.2,53375.2,38732.4,36082.8,62176.5,35699.9,36663.9,26309.3,62965.4,112408.4,29540.9,25305.2,58424.0,36444.1,81545.9,35772.6,45538.7,80913.2,28444.3,47503.8,25955.5,25089.3,35826.5,25991.0,25832.7,25835.5,112627.5,47427.2,89134.2,68701.2,36359.2,36252.1,35520.3,33714.7,38771.6,36072.9,26192.0,117213.3,79303.8,61836.1,36350.8,172207.2,24758.7,56169.9,24754.2,52303.5,38262.3,27278.6,25368.1,22064.2,58766.1,37103.7,26119.3,26201.8,26197.3,25032.6,25032.6,27336.1,7378.8,24729.6,53575.4,54519.8,36180.4,120101.0,67527.0,58614.3,34449.3
NEDRE STRANDGATE 9,17011.3,108194.2,38716.3,65506.4,595.8,43132.3,372.0,25865.0,2890.4,107862.1,25189.9,11058.3,124.6,45237.3,1388.2,34635.9,29513.0,28077.4,3088.1,142288.1,39488.7,650.1,12314.9,36233.2,0.0,60740.2,70924.7,45169.9,60022.4,224.6,14877.9,34496.0,5244.4,11414.6,28955.1,60725.3,625.5,44932.3,70811.3,18758.9,91999.9,36109.7,3196.5,70233.1,85585.9,880.9,159144.8,159438.8,63948.7,85732.1,51632.5,144034.2,108142.0,65208.5,70605.7,136219.7,85642.8,59646.7,166618.9,92349.0,45201.8,60430.2,941.4,31267.3,71425.7,29162.9,2484.8,3231.4,12092.3,140955.2,5742.4,5666.2,17036.8,3064.6,25294.2,62378.9,125796.0,44801.4,2630.6,199.1,53602.7,27126.1,562.2,11389.5,65120.4,127237.7,7307.3,11207.5,60522.6,847.7,72972.2,580.8,36964.9,72339.4,8091.0,14217.0,29419.9,11153.1,385.4,10901.6,10743.3,10746.1,128213.7,86649.6,91232.8,107923.7,257.5,870.1,717.3,73867.1,2669.9,158.0,17618.2,91718.4,70730.0,63934.7,27777.0,149601.2,12400.4,47596.1,60948.0,43729.7,40360.9,9470.5,11667.0,14373.4,60864.7,1001.9,62313.1,62395.6,62391.1,61226.4,61226.4,18762.3,29653.8,12371.3,45001.6,45946.0,584.1,94606.1,69625.7,60713.0,3761.3
Bunnpris Ørsta,46514.2,141196.9,64471.4,5666.6,60973.5,81738.2,60837.1,56497.7,58109.8,141079.4,64093.2,68876.6,60588.3,32847.8,62021.4,41982.3,53155.5,53335.8,58112.4,82448.4,78392.0,60777.9,49456.5,58656.4,60667.6,0.0,10819.2,32895.4,796.8,60857.7,47590.2,41920.5,56422.2,49531.1,53590.7,619.8,60576.0,32876.4,46341.9,42330.8,59488.0,42924.5,58619.1,45763.7,25746.2,61008.7,99305.0,99599.1,3843.2,25892.3,90238.4,121629.8,141144.7,40739.0,46136.3,76380.0,25803.0,98252.6,106779.1,72991.2,32905.1,630.3,59798.5,70170.6,11320.2,53426.1,63117.9,58255.7,49456.6,118550.8,56920.2,55296.6,49749.1,58487.2,50552.7,95048.4,65956.3,32550.7,63263.8,60614.2,29133.3,52384.5,61195.3,50840.8,104023.7,67398.0,54072.3,49836.6,726.0,60975.5,48502.7,60304.1,39494.2,47870.0,52975.8,72035.2,66084.9,49620.7,60358.0,50522.4,50364.1,50366.9,68374.0,125552.9,31127.4,141017.7,60890.7,60783.6,60051.8,112770.4,63303.0,60604.3,43066.1,59206.5,46260.5,3829.3,53035.5,127196.8,49290.2,30981.8,94505.8,33556.6,20398.4,51810.1,49899.5,47085.7,759.3,61635.1,94982.6,95065.1,95060.6,93895.9,93895.9,42334.2,53466.8,49261.1,33078.3,32271.6,60711.9,62094.2,9520.2,607.5,58980.7
