,Depot,"Geiranger, 6216 Geiranger","Storfjordvegen 550, 6260 Skodje","Sæbøvegen 26, 6165 Sæbø","Parkgata 2, 6003 Ålesund","Langsten, 6264 Tennfjord","Ålesund, 6002 Ålesund",Aursnes Kiosk & Bistro,"Blakstad, 6008 Ålesund",Brasserie Posten,"Digernes, 6057 Ellingsøy","Moa, 6010 Ålesund",LORKENESTORGET,Brygga Sportsbar,BROGATA 1,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Straumgjerde,NEDRE STRANDGATE 9,Bunnpris Ørsta,"Volda, 6100 Volda",Café Nova,Det Lille Napoli,KIRKEGATA 1 A,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ulsteinvik, 6065 Ulsteinvik","Fosnavåg, 6090 Fosnavåg","Sunde, 6030 Sunde",Fiskå Brygge Gjestgiveri,"Hareid, 6060 Hareid","Hatlane, 6008 Ålesund",Herøy omsorgssenter,Hjørundfjordheimen,KONGENS GATE 27,Innvik,Innvik Fjordhotell,"Hovdebygda, 6160 Hovdebygda",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Joker Geiranger,Joker Gursken,Joker Larsnes,Joker Loen,Joker Sæbø,Joker Tomrefjord,Joker,Joker Åram,KaffeBaren AS,Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",KONGENS GATE 30,"Larsnes, 6098 Nerlandsøy",KEISER WILHELMS GATE 32,"Hjørungavåg, 6092 Fosnavåg",Meny Fosnavåg,LERSTADVEGEN 291,"Giske, 6050 Valderøya","Solavågen, 6240 Ørskog","HIG, 6010 Ålesund",KORSEGATA 4,POSTVEGEN 11,POSTVEGEN 17,POSTVEGEN 15,"Nordfjordeid, 6770 Nordfjordeid",Nærbutikken Norddal,Nærbutikken Rovde,Olebuda,Quality Hotel Waterfront,SORENSKRIVER BULLS GATE 7,RÅDSTUGATA 3B,"Rekkedal, 6210 Valldal",OLE THORESENS GATE 16,RASMUS RØNNEBERGS GATE 4,SOLAVÅGSEIDET 76,Spar Fiskåbygd,Spar Fosnavåg,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Ulsteinvik,Spar Vartdal,Øvre Geilegrend 1,Esso Spjelkavik,St1 Vegsund,St1 Ørsta,"Ålesund, 6009 Ålesund",Storfjord kulturhus,Stranda Bakeri og Konditori,"Stranda, 6200 Stranda","Stranda, 6200 Stranda",Stranda omsorgssenter,"Sundgata 26, 6030 Sunde","Sykkylven, 6230 Sykkylven",Thon Hotel Baronen,Ulstein Arena,Ulstein sjukeheim,"Rådhuset, 6002 Ålesund","Fiskå, 6139 Fiskå",Volda omsorgssenter sjukeheim,"Ørsta, 6150 Ørsta","Åsehaugen 5, 6017 Ålesund"
"Digernes, 6057 Ellingsøy",1363.4,5910.6,2813.4,5629.7,1674.2,1253.2,1662.3,1997.3,1438.3,5849.8,0.0,1512.7,1632.0,4165.1,1767.2,3385.3,2256.4,2149.5,1443.6,9888.1,1051.7,1638.6,972.1,2694.5,1642.1,4944.6,5689.8,4162.2,4821.2,1660.3,1156.7,3375.2,1365.7,934.6,2189.4,4897.7,1629.1,4129.3,5774.5,1403.3,8795.1,3579.7,1490.4,5721.4,6520.4,1666.5,10880.8,10912.8,5137.5,6531.2,1839.7,11842.7,5892.1,5354.0,5689.3,9428.0,6517.2,2443.2,11390.7,8831.5,4174.4,4866.2,1543.7,519.7,5715.1,2224.6,1866.1,1464.9,933.4,11717.2,1441.3,1402.4,1273.2,1509.7,1909.8,4323.9,8757.2,4107.1,1920.5,1628.6,4650.4,2065.5,1684.6,840.5,2516.2,9013.1,1396.2,883.4,4873.1,1661.7,5914.0,1593.6,3608.8,5923.4,1190.0,2412.7,496.2,998.6,1597.7,937.5,904.9,909.1,9041.1,4648.9,7968.2,5855.2,1657.0,1643.8,1574.8,3425.0,1915.6,1629.8,1284.9,8737.4,5761.2,5152.1,2126.7,12351.5,934.7,4248.6,4180.3,4042.3,3637.1,1128.6,885.7,1093.5,4915.0,1730.3,4319.9,4326.9,4326.3,4222.6,4222.6,1404.1,2288.4,937.3,4137.2,4154.2,1650.4,8929.8,5557.4,4900.2,1527.1
"Moa, 6010 Ålesund",1856.9,7242.3,3795.5,6123.2,864.6,2104.7,852.7,2979.4,785.6,7181.5,1508.4,0.0,822.4,4658.6,957.6,3878.8,3238.5,2643.0,808.1,10541.3,2383.4,829.0,1503.1,3676.6,832.5,5438.1,6183.3,4655.7,5314.7,850.7,1650.2,3868.7,946.6,1416.0,3171.5,5391.2,819.5,4622.8,6268.0,1896.8,9288.6,4073.2,818.8,6214.9,7013.9,856.9,11534.0,11566.0,5631.0,7024.7,2691.2,12336.2,7223.8,5847.5,6182.8,10081.2,7010.7,3294.7,12043.9,9325.0,4667.9,5359.7,734.1,1646.5,6208.6,3206.7,1056.5,829.4,1464.4,12210.7,1022.2,985.3,1766.7,838.1,2403.3,5306.0,9410.4,4600.6,1110.9,819.0,5143.9,2559.0,875.0,1411.0,3847.9,9506.6,1156.7,1376.9,5366.6,852.1,6407.5,784.0,4102.3,6416.9,1115.9,1168.9,1865.7,1382.5,788.1,1386.3,1353.7,1357.9,9534.6,5980.6,8461.7,7186.9,847.4,834.2,765.2,4756.7,1106.0,820.2,1778.4,9230.9,6254.7,5645.6,2620.2,12845.0,1456.3,4742.1,5162.4,4535.8,4130.6,1236.3,1430.9,1587.0,5408.5,920.7,5302.0,5309.0,5308.4,5204.7,5204.7,1897.6,3270.5,1453.7,4630.7,4647.7,840.8,9423.3,6050.9,5393.7,874.4
LORKENESTORGET,1297.0,7387.3,3235.6,5563.3,56.9,2728.9,45.0,2419.5,225.7,7326.5,1643.4,819.2,0.0,4098.7,149.9,3318.9,2678.6,2083.1,248.2,9981.4,2528.4,71.6,943.2,3116.7,24.8,4878.2,5623.4,4095.8,4754.8,43.0,1090.3,3308.8,386.7,856.1,2611.6,4831.3,72.4,4062.9,5708.1,1336.9,8728.7,3513.3,258.9,5655.0,6454.0,99.5,10974.1,11006.1,5071.1,6464.8,3315.4,11776.3,7368.8,5287.6,5622.9,9521.3,6450.8,3918.9,11484.0,8765.1,4108.0,4799.8,104.1,2029.2,5648.7,2646.8,248.8,269.5,904.5,11650.8,462.3,425.4,1206.8,278.2,1843.4,4746.1,8850.5,4040.7,303.2,22.7,4584.0,1999.1,67.3,851.1,3992.9,8946.7,596.8,817.0,4806.7,94.7,5847.6,68.7,3542.4,5857.0,556.0,1057.6,1972.9,822.6,52.1,826.4,793.8,798.0,8974.7,6125.6,7901.8,7331.9,39.7,94.0,90.1,4901.7,298.3,18.9,1218.5,8671.0,5694.8,5085.7,2060.3,12285.1,896.4,4182.2,4602.5,3975.9,3570.7,676.4,871.0,1027.1,4848.6,113.0,4742.1,4749.1,4748.5,4644.8,4644.8,1337.7,2710.6,893.8,4070.8,4087.8,83.4,8863.4,5491.0,4833.8,314.5
Brygga Sportsbar,3264.0,9958.1,5412.0,2799.6,4190.8,5333.5,4178.9,4595.9,3954.9,9897.3,4214.2,4690.9,4148.6,0.0,4283.8,866.1,4855.0,3522.8,3960.2,6592.8,5099.2,4155.2,3386.1,5293.1,4158.7,2157.1,2171.4,40.9,2120.1,4176.9,3266.7,862.9,3882.3,3374.5,4788.0,2070.1,4145.7,36.0,1865.8,3025.8,4886.4,996.8,4007.0,1812.7,3599.2,4183.1,7585.5,7617.5,1858.0,3610.0,5920.0,7934.0,9939.6,1445.3,1780.6,6132.7,3596.0,6523.5,8095.4,4922.8,46.1,2077.3,4060.3,4600.0,2196.7,4823.2,4382.7,3981.5,3363.4,7808.5,3957.9,3914.6,3383.2,4026.3,3283.1,6922.5,5461.9,105.8,4437.1,4145.2,741.7,3438.8,4201.2,3467.4,6563.7,5558.1,3855.4,3386.3,2085.7,4178.3,2005.3,4110.2,711.7,2014.7,3702.2,4929.3,4502.4,3389.8,4114.3,3454.1,3421.5,3425.7,5586.1,8696.4,4449.8,9902.7,4173.6,4160.4,4091.4,7472.5,4432.2,4146.4,2926.6,4828.7,1852.5,1872.6,3500.0,8442.8,3337.9,339.9,6778.9,209.7,3310.2,3586.3,3404.8,3203.5,2060.8,4246.9,6918.5,6925.5,6924.9,6821.2,6821.2,3026.6,4887.0,3335.3,65.6,158.4,4167.0,5021.1,2039.0,2087.8,4043.7
BROGATA 1,1430.1,7520.4,3368.7,5696.4,172.6,2862.0,143.7,2552.6,358.8,7459.6,1776.5,952.3,153.7,4231.8,0.0,3452.0,2811.7,2216.2,381.3,10114.5,2661.5,204.7,1076.3,3249.8,141.4,5011.3,5756.5,4228.9,4887.9,130.2,1223.4,3441.9,519.8,989.2,2744.7,4964.4,205.5,4196.0,5841.2,1470.0,8861.8,3646.4,392.0,5788.1,6587.1,232.6,11107.2,11139.2,5204.2,6597.9,3448.5,11909.4,7501.9,5420.7,5756.0,9654.4,6583.9,4052.0,11617.1,8898.2,4241.1,4932.9,237.2,2162.3,5781.8,2779.9,117.3,402.6,1037.6,11783.9,595.4,558.5,1339.9,411.3,1976.5,4879.2,8983.6,4173.8,171.7,155.8,4717.1,2132.2,83.7,984.2,4126.0,9079.8,729.9,950.1,4939.8,227.8,5980.7,201.8,3675.5,5990.1,689.1,1190.7,2106.0,955.7,185.2,959.5,926.9,931.1,9107.8,6258.7,8034.9,7465.0,111.3,227.1,223.2,5034.8,166.8,152.0,1351.6,8804.1,5827.9,5218.8,2193.4,12418.2,1029.5,4315.3,4735.6,4109.0,3703.8,809.5,1004.1,1160.2,4981.7,88.9,4875.2,4882.2,4881.6,4777.9,4777.9,1470.8,2843.7,1026.9,4203.9,4220.9,216.5,8996.5,5624.1,4966.9,447.6
Bunnpris Hareid,2424.9,9119.0,4572.9,3403.8,3351.7,4494.4,3339.8,3756.8,3115.8,9058.2,3375.1,3851.8,3309.5,860.6,3444.7,0.0,4015.9,2683.7,3121.1,7197.0,4260.1,3316.1,2547.0,4454.0,3319.6,2761.3,2775.6,857.7,2724.3,3337.8,2427.6,70.7,3043.2,2535.4,3948.9,2674.3,3306.6,824.8,2470.0,2186.7,5490.6,223.7,3167.9,2416.9,4203.4,3344.0,8189.7,8221.7,2462.2,4214.2,5080.9,8538.2,9100.5,2049.5,2384.8,6736.9,4200.2,5684.4,8699.6,5527.0,869.9,2681.5,3221.2,3760.9,2800.9,3984.1,3543.6,3142.4,2524.3,8412.7,3118.8,3075.5,2544.1,3187.2,2444.0,6083.4,6066.1,802.6,3598.0,3306.1,1345.9,2599.7,3362.1,2628.3,5724.6,6162.3,3016.3,2547.2,2689.9,3339.2,2609.5,3271.1,304.3,2618.9,2863.1,4090.2,3663.3,2550.7,3275.2,2615.0,2582.4,2586.6,6190.3,7857.3,5054.0,9063.6,3334.5,3321.3,3252.3,6633.4,3593.1,3307.3,2087.5,5432.9,2456.7,2476.8,2660.9,9047.0,2498.8,944.1,5939.8,737.8,3914.4,2747.2,2565.7,2364.4,2665.0,3407.8,6079.4,6086.4,6085.8,5982.1,5982.1,2187.5,4047.9,2496.2,832.7,849.7,3327.9,5625.3,2643.2,2692.0,3204.6
"Ikornes, 6222 Ikornnes",2027.8,7244.8,790.2,4995.9,2724.1,3369.8,2712.2,306.8,2488.2,7184.0,2250.5,3224.2,2681.9,4829.5,2817.1,4049.7,0.0,2813.9,2493.5,7723.7,2737.6,2688.5,1919.4,530.1,2692.0,4310.8,5056.0,4826.6,4187.4,2710.2,1706.3,4039.6,2415.6,1907.8,64.9,4263.9,2679.0,4793.7,6438.9,2067.7,9104.1,4244.1,2540.3,6385.8,5886.6,2716.4,8716.4,8748.4,4503.7,5897.4,3956.3,10600.2,7226.3,6018.4,6353.7,7263.6,5883.4,4559.8,9226.3,9495.9,4838.8,4232.4,2593.6,2378.8,5081.3,67.9,2916.0,2514.8,1896.7,10474.7,2491.2,2447.9,1552.2,2559.6,2574.2,2159.5,6592.8,4771.5,2970.4,2678.5,5314.8,2729.9,2734.5,2000.7,4202.1,7394.5,2388.7,1919.6,4239.3,2711.6,6578.4,2643.5,4273.2,6587.8,2235.5,3462.6,2046.7,1923.1,2647.6,1987.4,1954.8,1959.0,7365.8,5983.1,7334.4,7189.4,2706.9,2693.7,2624.7,4706.9,2965.5,2679.7,1949.3,9046.4,6425.6,4518.3,2791.1,11109.0,1871.2,4913.0,2015.9,4706.7,3003.3,2119.6,1938.1,1707.1,4281.2,2780.2,2155.5,2162.5,2161.9,2058.2,2058.2,2068.5,94.3,1868.6,4801.6,4818.6,2700.3,9238.8,4923.6,4266.4,2577.0
Bunnpris Langevåg,1204.4,7898.5,3352.4,5192.6,2131.2,3273.9,2119.3,2536.3,1895.3,7837.7,2154.6,2631.3,2089.0,3468.1,2224.2,2688.3,2795.4,0.0,1900.6,9610.7,3039.6,2095.6,1326.5,3233.5,2099.1,4507.5,5252.7,3465.2,4384.1,2117.3,1207.1,2678.2,1822.7,1314.9,2728.4,4460.6,2086.1,3432.3,5077.5,966.2,8098.1,2882.7,1947.4,5024.4,6083.3,2123.5,10603.4,10635.4,4700.4,6094.1,3860.4,11145.7,7880.0,4657.0,4992.3,9150.6,6080.1,4463.9,11113.3,8134.5,3477.4,4429.1,2000.7,2540.4,5278.0,2763.6,2323.1,1921.9,1303.8,11020.2,1898.3,1855.0,1323.6,1966.7,281.5,4862.9,8479.8,3410.1,2377.5,2085.6,3953.4,102.9,2141.6,1407.8,4504.1,8576.0,1795.8,1326.7,4436.0,2118.7,5217.0,2050.6,2911.8,5226.4,1642.6,2869.7,2442.8,1330.2,2054.7,1394.5,1361.9,1366.1,8604.0,6636.8,7531.1,7843.1,2114.0,2100.8,2031.8,5412.9,2372.6,2086.8,867.0,8040.4,5064.2,4715.0,84.1,11654.5,1278.3,3551.6,4719.3,3345.3,3200.0,1526.7,1345.2,1143.9,4477.9,2187.3,4858.9,4865.9,4865.3,4761.6,4761.6,967.0,2827.4,1275.7,3440.2,3457.2,2107.4,8232.8,5120.3,4463.1,1984.1
Bunnpris Nørve,1131.5,7221.8,3070.1,5397.8,276.9,2597.2,265.0,2254.0,34.0,7161.0,1477.9,777.0,234.7,3933.2,369.9,3153.4,2513.1,1917.6,0.0,9815.9,2362.9,241.3,777.7,2951.2,244.8,4712.7,5457.9,3930.3,4589.3,263.0,924.8,3143.3,213.2,690.6,2446.1,4665.8,231.8,3897.4,5542.6,1171.4,8563.2,3347.8,86.1,5489.5,6288.5,269.2,10808.6,10840.6,4905.6,6299.3,3183.7,11610.8,7203.3,5122.1,5457.4,9355.8,6285.3,3787.2,11318.5,8599.6,3942.5,4634.3,146.4,1863.7,5483.2,2481.3,468.8,41.8,739.0,11485.3,247.6,259.9,1041.3,105.4,1677.9,4580.6,8685.0,3875.2,523.2,231.3,4418.5,1833.6,287.3,685.6,3827.4,8781.2,431.3,651.5,4641.2,264.4,5682.1,196.3,3376.9,5691.5,390.5,1015.4,1807.4,657.1,200.4,660.9,628.3,632.5,8809.2,5960.1,7736.3,7166.4,259.7,246.5,177.5,4736.2,518.3,232.5,1053.0,8505.5,5529.3,4920.2,1894.8,12119.6,730.9,4016.7,4437.0,3810.4,3405.2,510.9,705.5,861.6,4683.1,333.0,4576.6,4583.6,4583.0,4479.3,4479.3,1172.2,2545.1,728.3,3905.3,3922.3,253.1,8697.9,5325.5,4668.3,122.8
Bunnpris Olden,9078.5,5723.7,7834.6,5297.1,10005.3,10997.7,9993.4,7934.7,9769.4,5677.5,9878.4,10505.4,9963.1,6599.9,10098.3,7188.8,7715.4,9598.3,9774.7,0.0,10365.5,9969.7,9200.6,7200.3,9973.2,5294.3,4501.0,6606.3,5230.3,9991.4,9081.2,7185.6,9696.8,9189.0,7723.4,5185.3,9960.2,6601.4,7464.4,8731.1,7963.7,7319.5,9821.5,7411.3,5287.0,9997.6,1044.2,1076.2,5035.9,5297.8,11584.2,7068.2,5705.2,7043.9,7379.2,490.9,5283.8,12187.7,1554.1,8882.5,6611.5,5214.5,9874.8,10006.7,4499.9,7733.6,10197.2,9796.0,9177.9,6942.7,9772.4,9729.1,9180.1,9840.8,9358.6,5917.8,1183.4,6583.3,10251.6,9959.7,6340.3,9514.3,10015.7,9281.9,11627.8,3862.5,9669.9,9200.8,5171.3,9992.8,7603.9,9924.7,7034.4,7613.3,9516.7,10743.8,9674.6,9204.3,9928.8,9268.6,9236.0,9240.2,3833.8,7377.2,7064.8,5672.1,9988.1,9974.9,9905.9,8465.2,10246.7,9960.9,8741.1,7906.0,7451.1,5050.5,9575.5,7577.0,9152.4,6451.1,5874.8,6659.4,6420.4,9400.8,9219.3,9018.0,5183.8,10061.4,5913.8,5920.8,5920.2,5816.5,5816.5,8731.9,7760.0,9149.8,6631.0,6552.7,9981.5,8098.4,4599.7,5206.0,9858.2
Bunnpris Sjøholt,2258.0,4919.4,3304.7,6524.3,2568.8,2134.8,2556.9,2488.6,2332.9,4858.6,1045.9,2394.3,2526.6,5059.7,2661.8,4279.9,2747.7,3044.1,2338.2,10378.0,0.0,2533.2,1866.7,3185.8,2536.7,5839.2,6584.4,5056.8,5715.8,2554.9,2042.7,4269.8,2260.3,1829.2,2680.7,5792.3,2523.7,5023.9,6669.1,2297.9,9689.7,4474.3,2385.0,6616.0,7415.0,2561.1,11370.7,11402.7,6032.1,7425.8,2721.3,12737.3,4900.9,6248.6,6583.9,9917.9,7411.8,2295.7,11880.6,9726.1,5069.0,5760.8,2438.3,748.8,6609.7,2715.9,2760.7,2359.5,1828.0,12611.8,2335.9,2297.0,1888.6,2404.3,2804.4,4503.8,9247.1,5001.7,2815.1,2523.2,5545.0,2960.1,2579.2,1735.1,1525.0,9907.7,2290.8,1778.0,5767.7,2556.3,6808.6,2488.2,4503.4,6818.0,2084.6,3307.3,987.5,1893.2,2492.3,1832.1,1799.5,1803.7,9935.7,3657.7,8862.8,4864.0,2551.6,2538.4,2469.4,2433.8,2810.2,2524.4,2179.5,9632.0,6655.8,6046.7,3021.3,13246.1,1829.3,5143.2,4671.6,4936.9,4531.7,2023.2,1780.3,1988.1,5809.6,2624.9,4497.7,4468.9,4468.3,4630.6,4630.6,2298.7,2779.7,1831.9,5031.8,5048.8,2545.0,9824.4,6452.0,5794.8,2421.7
SKAREGATA 1,1304.5,7394.8,3243.1,5570.8,107.6,2736.4,95.7,2427.0,233.2,7334.0,1650.9,826.7,65.4,4106.2,200.6,3326.4,2686.1,2090.6,255.7,9988.9,2535.9,0.0,950.7,3124.2,75.5,4885.7,5630.9,4103.3,4762.3,93.7,1097.8,3316.3,394.2,863.6,2619.1,4838.8,58.7,4070.4,5715.6,1344.4,8736.2,3520.8,266.4,5662.5,6461.5,38.4,10981.6,11013.6,5078.6,6472.3,3322.9,11783.8,7376.3,5295.1,5630.4,9528.8,6458.3,3926.4,11491.5,8772.6,4115.5,4807.3,89.0,2036.7,5656.2,2654.3,299.5,277.0,912.0,11658.3,469.8,432.9,1214.3,285.7,1850.9,4753.6,8858.0,4048.2,353.9,46.5,4591.5,2006.6,118.0,858.6,4000.4,8954.2,604.3,824.5,4814.2,33.6,5855.1,64.3,3549.9,5864.5,563.5,1065.1,1980.4,830.1,68.8,833.9,801.3,805.5,8982.2,6133.1,7909.3,7339.4,90.4,32.1,73.4,4909.2,349.0,50.3,1226.0,8678.5,5702.3,5093.2,2067.8,12292.6,903.9,4189.7,4610.0,3983.4,3578.2,683.9,878.5,1034.6,4856.1,163.7,4749.6,4756.6,4756.0,4652.3,4652.3,1345.2,2718.1,901.3,4078.3,4095.3,39.5,8870.9,5498.5,4841.3,322.0
Bunnpris Spjelkavik,537.8,6708.4,2476.4,4804.1,984.2,2083.8,972.3,1660.3,748.3,6647.6,964.5,1484.3,942.0,3339.5,1077.2,2559.7,1919.4,1323.9,753.6,9222.2,1849.5,948.6,0.0,2357.5,952.1,4119.0,4864.2,3336.6,3995.6,970.3,331.1,2549.6,675.7,167.9,1852.4,4072.1,939.1,3303.7,4948.9,577.7,7969.5,2754.1,800.4,4895.8,5694.8,976.5,10214.9,10246.9,4311.9,5705.6,2670.3,11017.1,6689.9,4528.4,4863.7,8762.1,5691.6,3273.8,10724.8,8005.9,3348.8,4040.6,853.7,1350.3,4889.5,1887.6,1176.1,774.9,66.7,10891.6,751.3,708.0,447.6,819.7,1084.2,3986.9,8091.3,3281.5,1230.5,938.6,3824.8,1239.9,994.6,200.4,3314.0,8187.5,648.8,156.6,4047.5,971.7,5088.4,903.6,2783.2,5097.8,495.6,1722.7,1294.0,183.2,907.7,247.5,214.9,219.1,8215.5,5446.7,7142.6,6653.0,967.0,953.8,884.8,4222.8,1225.6,939.8,459.3,7911.8,4935.6,4326.5,1301.1,11525.9,47.5,3423.0,3843.3,3216.7,2811.5,379.7,111.9,267.9,4089.4,1040.3,3982.9,3989.9,3989.3,3885.6,3885.6,578.5,1951.4,50.1,3311.6,3328.6,960.4,8104.2,4731.8,4074.6,837.1
Bunnpris Straumgjerde,2455.4,6739.2,1228.8,5346.9,3151.7,3797.4,3139.8,734.4,2915.8,6678.4,2678.1,3651.8,3109.5,5257.1,3244.7,4477.3,515.1,3241.5,2921.1,7218.1,3165.2,3116.1,2347.0,0.0,3119.6,4661.8,5407.0,5254.2,4538.4,3137.8,2133.9,4467.2,2843.2,2335.4,523.1,4614.9,3106.6,5221.3,6866.5,2495.3,9455.1,4671.7,2967.9,6813.4,5782.4,3144.0,8210.8,8242.8,4854.7,5766.2,4383.9,10094.6,6720.7,6446.0,6781.3,6758.0,5762.5,4987.4,8720.7,9923.5,5266.4,4583.4,3021.2,2806.4,5432.3,533.3,3343.6,2942.4,2324.3,9969.1,2918.8,2875.5,1979.8,2987.2,3001.8,1653.9,6087.2,5199.1,3398.0,3106.1,5742.4,3157.5,3162.1,2428.3,4629.7,6888.9,2816.3,2347.2,4590.3,3139.2,7006.0,3071.1,4700.8,7015.4,2663.1,3890.2,2474.3,2350.7,3075.2,2415.0,2382.4,2386.6,6860.2,5477.5,7685.4,6683.8,3134.5,3121.3,3052.3,4201.3,3393.1,3107.3,2376.9,9397.4,6853.2,4869.3,3218.7,10603.4,2298.8,5340.6,1510.3,5134.3,3354.3,2547.2,2365.7,2134.7,4632.2,3207.8,1649.9,1656.9,1656.3,1552.6,1552.6,2496.1,559.7,2296.2,5229.2,5246.2,3127.9,9589.8,5274.6,4617.4,3004.6
NEDRE STRANDGATE 9,1302.0,7392.3,3240.6,5568.3,78.2,2733.9,54.1,2424.5,230.7,7331.5,1648.4,824.2,25.6,4103.7,142.7,3323.9,2683.6,2088.1,253.2,9986.4,2533.4,76.6,948.2,3121.7,0.0,4883.2,5628.4,4100.8,4759.8,35.8,1095.3,3313.8,391.7,861.1,2616.6,4836.3,77.4,4067.9,5713.1,1341.9,8733.7,3518.3,263.9,5660.0,6459.0,104.5,10979.1,11011.1,5076.1,6469.8,3320.4,11781.3,7373.8,5292.6,5627.9,9526.3,6455.8,3923.9,11489.0,8770.1,4113.0,4804.8,109.1,2034.2,5653.7,2651.8,241.6,274.5,909.5,11655.8,467.3,430.4,1211.8,283.2,1848.4,4751.1,8855.5,4045.7,296.0,27.7,4589.0,2004.1,60.1,856.1,3997.9,8951.7,601.8,822.0,4811.7,99.7,5852.6,73.7,3547.4,5862.0,561.0,1062.6,1977.9,827.6,57.1,831.4,798.8,803.0,8979.7,6130.6,7906.8,7336.9,32.5,99.0,95.1,4906.7,291.1,23.9,1223.5,8676.0,5699.8,5090.7,2065.3,12290.1,901.4,4187.2,4607.5,3980.9,3575.7,681.4,876.0,1032.1,4853.6,105.8,4747.1,4754.1,4753.5,4649.8,4649.8,1342.7,2715.6,898.8,4075.8,4092.8,88.4,8868.4,5496.0,4838.8,319.5
Bunnpris Ørsta,3996.1,8712.4,5035.8,884.9,4922.9,6065.6,4911.0,4541.4,4687.0,8666.2,4946.3,5423.0,4880.7,2154.0,5015.9,2742.9,4322.1,4515.9,4692.3,5303.0,5831.3,4887.3,4118.2,4686.7,4890.8,0.0,924.1,2160.4,140.9,4909.0,3998.8,2739.7,4614.4,4106.6,4330.1,132.0,4877.8,2155.5,3018.5,3648.7,4972.2,2873.6,4739.1,2965.4,1775.6,4915.2,6295.7,6327.7,371.8,1786.4,6652.1,7474.0,8693.9,2598.0,2933.3,4842.9,1772.4,7255.6,6805.6,5788.1,2165.6,123.6,4792.4,5332.1,949.4,4340.3,5114.8,4713.6,4095.5,7348.5,4690.0,4646.7,4115.3,4758.4,4276.2,5949.3,4172.1,2137.4,5169.2,4877.3,1894.4,4431.9,4933.3,4199.5,7295.8,4268.3,4587.5,4118.4,132.0,4910.4,3158.0,4842.3,2588.5,3167.4,4434.3,5661.4,5234.5,4121.9,4846.4,4186.2,4153.6,4157.8,4296.3,9428.5,3202.5,8660.8,4905.7,4892.5,4823.5,8204.6,5164.3,4878.5,3658.7,4914.5,3005.2,386.4,4493.1,7982.8,4070.0,2005.2,5906.3,2213.5,1338.0,4318.4,4136.9,3935.6,149.3,4979.0,5945.3,5952.3,5951.7,5848.0,5848.0,3649.5,4366.7,4067.4,2185.1,2106.8,4899.1,5106.9,791.7,134.5,4775.8
"Volda, 6100 Volda",4732.8,7913.1,5772.5,1396.6,5659.6,6802.3,5647.7,5278.1,5423.7,7866.9,5683.0,6159.7,5617.4,2177.6,5752.6,2766.5,5058.8,5252.6,5429.0,4503.7,6568.0,5624.0,4854.9,5423.4,5627.5,921.6,0.0,2184.0,884.6,5645.7,4735.5,2763.3,5351.1,4843.3,5066.8,834.6,5614.5,2179.1,3042.1,4385.4,4435.4,2897.2,5475.8,2989.0,1618.9,5651.9,5496.4,5528.4,613.6,1629.7,7388.8,6674.7,7894.6,2621.6,2956.9,4043.6,1615.7,7992.3,6006.3,5251.3,2189.2,841.8,5529.1,6068.8,107.6,5077.0,5851.5,5450.3,4832.2,6549.2,5426.7,5383.4,4852.0,5495.1,5012.9,5150.0,3372.8,2161.0,5905.9,5614.0,1918.0,5168.6,5670.0,4936.2,8032.5,3469.0,5324.2,4855.1,850.2,5647.1,3181.6,5579.0,2612.1,3191.0,5171.0,6398.1,5971.2,4858.6,5583.1,4922.9,4890.3,4894.5,3497.0,8973.6,2665.7,7861.5,5642.4,5629.2,5560.2,7697.4,5901.0,5615.2,4395.4,4377.7,3028.8,628.2,5229.8,7183.5,4806.7,2028.8,5107.0,2237.1,2074.7,5055.1,4873.6,4672.3,825.3,5715.7,5146.0,5153.0,5152.4,5048.7,5048.7,4386.2,5103.4,4804.1,2208.7,2130.4,5635.8,4570.1,169.2,852.3,5512.5
