,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
Eurospar Hareid,20682.8,23789.3,34942.9,35142.1,53934.1,34830.5,38181.7,49939.2,35005.7,21891.8,37432.4,34441.2,59733.9,88506.3,102518.8,483.4,32281.0,111295.3,52560.6,99634.3,34836.2,10655.5,44265.8,97049.0,46681.9,20275.2,41729.1,42002.8,38261.8,101930.5,42784.0,69616.6,32278.3,26237.2,32655.7,38624.7,21758.8,0.0,30590.8,23699.7,35836.0,45599.0,41441.1,34744.6,59652.4,61365.4,99819.7,24699.0,102302.3,102045.8,46203.8,32787.6,109792.4,100711.2,78339.6,102118.4,99843.9,78139.3,49424.8,128627.8,71380.6,72421.2,48812.5,52605.6,10779.8,41657.0,33967.0,44339.2,43285.0,36043.8,37286.5,32424.3,23625.1,31088.8,106802.7,29465.2,23917.7,20316.5,69259.7,99628.1,10648.9,34782.8,19450.2,22148.4,35363.9,25009.3,78192.3,101069.8,28240.9,24005.2,41752.8,119888.7,38186.9,27144.3,22793.9,102300.5,109829.1,97404.9,109789.0,41800.1,144777.5,36096.6,101754.9,31190.1,38276.7,115358.4,12030.7,34667.7,90886.7,43045.1,34831.6,35137.6,46231.0,102501.1,43546.4,69272.0,17234.7,49136.4,36577.4,77158.9,39611.9,22799.3,23458.7,67828.8,65897.5,80098.5,9577.2,97422.6,61706.4,42499.8,25978.6,35067.1,24001.8,48936.6,11419.4,78237.8,52318.7,43953.1,69101.9,99818.5,50874.5,97419.7,35089.7,35280.4,90859.0,79090.2,34321.9,97445.4,97692.9,41718.1,65445.3,51392.5,51537.0,42869.1,33649.5,26283.0
LARSGÅRDSVEGEN 19,12669.6,6811.4,5072.4,5271.6,24063.6,4960.0,8311.3,32525.7,5135.2,10669.3,7561.9,4570.7,42320.3,118317.1,124345.1,30294.2,2410.5,141106.1,35147.0,121460.6,4965.7,40466.3,14395.3,79635.5,29268.3,20911.2,65528.1,56398.5,20848.2,123756.8,66583.0,58394.1,2407.8,15014.7,2785.3,8754.2,10536.2,30154.3,0.0,7072.9,24613.4,15728.5,56383.6,4874.1,42238.8,83191.7,121645.9,6568.0,124128.5,123872.1,16333.3,2917.1,139603.3,80811.5,60926.1,123944.7,121670.2,60725.7,19554.3,149667.4,53967.0,55007.6,31399.0,22735.1,40590.6,56088.5,4096.5,26925.6,67084.0,24821.2,7416.0,1950.4,7750.6,1131.5,136613.5,1123.6,12695.1,20952.5,58037.2,121454.4,40459.7,4912.3,49261.1,22784.4,5493.4,7047.8,60778.7,122896.0,2764.6,6865.8,56180.9,141714.9,67997.7,3749.3,23429.9,124126.7,139640.0,79991.4,139599.8,65599.1,166603.7,6226.1,123581.2,1112.1,20863.2,145169.3,41841.5,4797.2,73473.2,13174.6,4961.2,5267.1,28817.4,124327.4,26132.9,58049.4,13276.5,19265.9,66388.3,98985.2,59593.0,23435.4,8058.7,56606.3,48483.9,62684.9,39388.0,80009.0,36019.2,66298.7,5128.8,5196.6,6936.9,19066.1,41230.3,60824.2,34905.1,26539.5,57879.4,121644.8,21004.0,80006.1,5219.2,5409.9,73445.4,61676.7,4451.4,80031.9,80279.3,24304.5,32417.9,21522.0,21666.5,66668.1,3779.0,4643.0
Eurospar Moa,5769.8,1052.0,11756.8,11956.0,30748.0,11644.4,14995.6,26789.6,11819.6,3769.4,14246.2,11255.1,36584.2,111417.3,117445.3,23394.4,9094.9,134206.3,29410.9,114560.7,11650.1,33566.5,21079.7,73899.4,23532.2,14011.4,58628.2,49498.7,15112.1,116856.9,59683.1,51494.2,9092.2,8114.8,9469.6,15438.6,3636.4,23254.5,7404.7,0.0,17713.6,22412.8,49483.7,11558.4,36502.7,76291.9,114746.1,1549.4,117228.7,116972.2,23017.7,9601.5,132703.4,73911.6,55190.0,117044.8,114770.4,54989.6,26238.6,143931.4,48230.9,49271.5,25662.9,29419.5,33690.8,49188.7,10780.9,21189.5,60184.1,17921.4,14100.4,9238.1,1234.5,7902.7,129713.7,6168.6,5795.3,14052.7,51137.3,114554.5,33559.9,11596.6,42361.2,15884.5,12177.8,1725.9,55042.6,115996.2,4944.3,746.2,49281.1,134815.1,61097.9,3847.8,16530.1,117226.9,132740.1,74255.3,132700.0,58699.2,159703.9,12910.5,116681.3,8004.0,15127.1,138269.4,34941.7,11481.6,67737.1,19859.0,11645.5,11951.4,23081.3,117427.5,20396.8,51149.6,6376.7,25950.3,59488.4,92085.4,52693.2,16535.5,1158.9,49706.4,42747.8,56948.8,32488.2,74272.9,29119.4,59398.9,2595.1,11881.0,742.8,25750.5,34330.4,55088.1,29169.0,20803.4,50979.5,114744.9,27688.4,74270.1,11903.6,12094.2,67709.3,55940.6,11135.8,74295.8,74543.2,18568.4,25518.1,28206.4,28350.9,59768.3,10463.4,3270.5
Eurospar Sykkylven,18308.7,17812.9,28966.5,29165.7,47957.7,28854.1,32205.4,34421.5,29029.3,14813.0,31456.0,28464.8,44216.1,152337.6,120649.4,35933.3,26304.6,175602.7,30057.3,106761.4,28859.8,46105.4,38289.4,52303.6,31164.1,26550.3,62770.8,53641.2,22744.0,120061.1,63825.7,34090.9,26301.9,10142.3,26679.4,32648.3,14457.0,35793.4,24614.4,17723.3,0.0,39622.6,53626.3,28768.2,44134.6,95834.8,106946.7,18722.6,120432.9,120176.4,40227.4,26811.2,174099.9,56508.3,55836.4,120249.0,106971.0,62621.5,43448.4,135754.8,48877.3,56903.4,33294.8,46629.2,46229.7,53331.2,27990.6,24573.6,64326.7,207.8,31310.1,26447.9,17648.7,25112.4,171110.2,23488.8,12232.6,26591.6,33734.0,106755.1,46098.8,28806.4,54900.1,28423.5,29387.5,19032.9,55689.0,119957.3,22264.5,18028.8,53423.7,127015.7,73636.8,21168.0,29069.0,120431.1,174136.6,52659.5,174096.4,62841.8,151904.5,30120.2,119885.5,25213.8,22759.0,179665.9,47480.6,28691.4,75369.0,37068.7,28855.3,29161.2,23727.7,120631.7,25720.5,33746.3,18915.6,39740.7,72027.4,84286.0,56835.7,29074.4,17482.3,32303.1,50379.7,57595.2,45027.1,52677.2,33261.9,63541.4,20002.2,29090.7,18025.4,42960.2,46869.3,55734.5,29815.4,28435.3,33576.2,106945.6,44898.1,52674.3,29113.3,29304.0,75341.2,56587.0,28345.5,52700.0,52947.5,18802.2,29660.6,45416.1,45560.6,63910.8,27673.1,20306.6
Eurospar Valderøy,27795.4,21937.2,13650.4,13849.6,15608.6,13538.0,16889.3,40411.2,13713.2,25795.1,16139.9,13148.7,50205.9,133442.9,139470.9,45420.0,13872.3,156231.9,50272.8,136586.4,13543.7,55592.1,1337.9,94761.3,37153.9,36037.0,80653.9,71524.3,35974.0,138882.6,81708.8,73519.9,13674.5,30140.5,13848.7,9884.4,25662.0,45280.1,16028.5,22198.7,39739.2,0.0,71509.4,13452.1,50124.4,98317.5,136771.7,21693.8,139254.3,138997.9,7878.3,13980.6,154729.1,95937.3,76051.9,139070.5,136796.0,68611.3,11099.3,164793.2,69092.8,62893.2,39284.5,10528.1,55716.4,71214.3,12674.5,39504.4,82209.8,39947.0,15994.0,14015.5,22876.4,16526.5,151739.3,16450.3,27820.9,36078.3,73163.0,136580.1,55585.5,13490.3,64386.9,37910.2,14071.4,22173.6,75904.5,138021.9,18091.4,21991.6,71306.7,156840.7,83123.5,18875.1,38555.7,139252.6,154765.8,95117.2,154725.6,80724.9,181729.5,14804.1,138707.0,15139.4,35989.0,160295.1,56967.3,13375.2,81358.8,14304.8,13539.2,13845.1,43943.2,139453.2,38711.7,73175.2,28402.3,20396.1,81514.1,114111.0,74718.8,38561.2,23184.5,71732.1,56369.5,77810.7,54513.8,95134.8,51145.0,81424.5,20254.6,13774.6,22062.7,6859.2,56356.1,75950.0,50030.9,32026.1,73005.2,136770.6,8797.0,95131.9,13797.2,13987.9,81331.0,76802.5,13029.4,95157.7,95405.1,39430.3,47543.7,9315.1,9459.5,81793.9,12357.4,19768.8
Eurospar Ørsta,46491.2,49597.7,60751.3,60950.4,79742.5,60638.9,63990.1,75747.6,60814.1,47700.2,63240.7,60249.6,85542.2,99215.3,68284.1,41498.9,58089.4,122480.5,78369.0,65399.5,60644.6,32074.0,70074.2,122857.4,72490.2,50488.3,9281.0,671.8,64070.1,67695.7,10335.9,94842.3,58086.7,52045.6,58464.1,64433.1,47567.2,41437.2,56399.2,49508.1,53567.6,71407.3,0.0,60552.9,85460.8,27130.7,65584.9,50507.4,68067.5,67811.0,72012.2,58596.0,120977.6,66476.4,104148.0,67883.7,65609.2,103947.6,75233.1,94393.0,97188.9,98229.5,74620.9,78414.0,32393.1,326.0,59775.4,70147.5,10836.9,53403.1,63094.9,58232.6,49433.5,56897.2,117987.9,55273.6,49726.0,50529.6,94485.4,65393.3,32067.4,60591.1,28650.0,52361.5,61172.3,50817.7,104000.6,66835.0,54049.2,49813.6,421.7,85653.9,47386.7,52952.7,53007.0,68065.7,121014.3,123213.3,120974.2,9352.0,110542.7,61905.0,67520.1,56998.5,64085.1,126543.6,32025.4,60476.1,116695.1,68853.5,60640.0,60945.9,72039.3,68266.3,69354.8,94497.7,43043.0,74944.8,45777.2,42924.2,3345.9,53012.4,49267.1,93942.8,91705.8,105906.9,33073.3,123231.0,20375.3,10051.6,51787.0,60875.5,49810.2,74745.0,32699.2,104046.1,78127.1,69761.4,94816.5,65583.8,76682.9,123228.1,60898.1,61088.7,116667.4,104898.6,60130.3,123253.8,123501.3,67526.5,24114.3,77200.9,77345.4,10421.0,59457.9,52091.3
Rasmus Rønnebergs gate 21,16951.4,11093.2,735.7,934.9,21887.4,623.3,3974.6,37104.8,798.5,14951.0,3225.2,480.6,46899.5,122598.9,128626.9,34576.0,3028.2,145387.9,39428.8,125742.3,629.0,44748.1,12219.0,83917.2,33847.5,25193.0,69809.8,60680.3,25129.9,128038.5,70864.7,62675.8,2830.5,19296.4,3004.7,6577.9,14818.0,34436.1,5184.4,11354.6,28895.2,13552.2,60665.3,0.0,46818.0,87473.5,125927.7,10849.7,128410.3,128153.8,14157.0,3136.6,143885.0,85093.2,65207.8,128226.4,125951.9,65304.8,17378.0,153949.2,58248.8,59586.8,35978.1,20558.9,44872.4,60370.3,785.4,31207.3,71365.7,29103.0,3079.3,3171.5,12032.4,5682.4,140895.3,5606.3,16976.9,25234.3,62318.9,125736.1,44741.5,429.9,53542.8,27066.1,1156.7,11329.5,65060.4,127177.8,7247.3,11147.6,60462.7,145996.7,72279.5,8031.0,27711.7,128408.5,143921.7,84273.1,143881.6,69880.8,170885.5,1889.4,127862.9,4295.3,25144.9,149451.0,46123.3,360.4,78052.3,10998.4,524.3,930.4,33099.2,128609.1,30414.6,62331.2,17558.3,17089.7,70670.0,103267.0,63874.8,27717.1,12340.5,60888.0,53063.1,66966.7,43669.8,84290.8,40301.0,70580.5,9410.6,859.9,11218.6,16889.9,45512.0,65106.0,39186.9,28719.6,62161.1,125926.5,18827.7,84287.9,882.5,1073.2,78024.6,65958.4,667.2,84313.6,84561.1,28586.3,36699.7,19345.8,19490.3,70949.9,1520.0,8924.7
"Brattvåg, 6270 Brattvåg",41742.4,37026.1,46870.8,47070.0,58519.2,46758.4,50109.7,16677.6,46933.6,39742.1,49360.3,46369.1,135.2,147389.9,153417.9,59367.0,43753.3,170178.9,33856.0,150700.8,46764.1,69539.2,48850.9,78344.5,13420.3,49984.1,94600.9,85471.3,22007.4,152829.6,95655.8,78030.3,43750.6,40096.4,44128.1,41040.2,39609.1,59227.2,42063.1,36335.6,44249.7,50184.1,85456.4,46672.5,0.0,112264.5,150886.2,36171.4,153201.4,152944.9,50788.9,44259.9,168676.1,100447.7,51611.3,153017.5,150910.4,19656.8,54009.9,148376.4,52676.0,39159.6,15550.9,57190.7,69663.4,85161.3,45894.9,23767.6,96156.8,44457.5,49214.4,43896.6,36121.8,42561.1,165686.4,41346.6,41767.9,50025.3,77673.5,150694.6,69532.6,46710.7,78333.9,51857.2,47291.8,35054.4,51463.9,151968.9,40760.9,35938.7,85253.8,157153.7,97070.6,39025.7,52502.7,153199.6,168712.8,78700.4,168672.6,94671.9,195844.0,48024.5,152654.0,42662.5,22022.4,174242.1,70914.3,46595.6,32404.3,36322.4,46759.6,47065.5,27526.4,153400.2,22974.9,77685.7,42349.4,29971.4,95461.1,128225.5,88665.9,52508.2,36228.1,76242.6,16343.1,61393.9,68460.8,78718.0,65092.1,95371.6,38411.7,46995.0,36009.7,53521.8,70303.1,51509.5,33614.1,18666.0,77515.6,150885.0,55459.6,78715.1,47017.6,47208.3,32376.5,51215.3,46249.8,78740.9,78988.3,25957.3,61490.7,55977.7,56122.1,95740.9,45577.8,39087.1
"Grodås, 6698 Hornindal",73289.8,76396.3,87549.9,87749.1,106541.2,87437.5,90788.8,102546.3,87612.7,74498.9,90039.4,87048.3,112340.9,72084.6,41153.4,61531.0,84888.0,95349.8,105167.6,38268.8,87443.2,52106.0,96872.8,85924.4,99288.9,77287.0,19711.4,27745.6,90868.8,40565.0,18801.3,67711.6,84885.4,78844.3,85262.8,91231.7,74365.8,61469.2,83197.8,76306.7,95774.7,98206.0,27143.7,87351.6,112259.5,0.0,38454.2,77306.1,40936.8,40680.3,98810.8,85394.7,93846.9,39345.8,130946.7,40753.0,38478.5,130746.3,102031.8,67262.3,86909.4,125028.2,101419.6,105212.7,52425.2,27399.8,86574.1,96946.2,18625.9,95610.1,89893.6,85031.3,76232.2,83695.9,90857.2,82072.2,76524.7,77328.3,67354.7,38262.6,52099.4,87389.8,48682.0,79160.1,87971.0,77616.4,130799.3,39704.3,80847.9,76612.2,27010.8,58523.2,67418.7,79751.4,79805.7,40935.0,93883.6,86280.3,93843.5,19623.0,83412.0,88703.6,40389.5,83797.2,90883.8,99412.9,52057.5,87274.8,143493.8,95652.2,87438.7,87744.6,98838.0,41135.6,96153.5,67367.0,69841.7,101743.5,65809.3,15793.5,25968.2,79811.1,76065.8,66812.1,118504.5,132705.5,53105.4,86297.9,47174.0,18922.7,78585.7,87674.2,76608.9,101543.7,52731.2,130844.8,104925.7,96560.1,67685.9,38453.1,103481.5,86295.0,87696.8,87887.4,143466.0,131697.3,86929.0,86320.8,86568.2,94325.1,50913.0,103999.6,104144.1,18662.8,86256.6,78890.0
Felleskjøpet Stryn,111709.0,114815.5,125969.1,126168.3,144960.3,125856.7,129207.9,141005.7,126031.9,112918.0,128458.6,125467.4,150800.3,78166.3,46478.2,99950.1,123307.2,101431.5,136641.6,430.5,125862.4,90525.2,135292.0,107561.6,137748.4,115706.1,58130.5,66164.7,129328.2,45889.8,57220.5,78747.5,123304.5,116726.6,123681.9,129650.9,112785.0,99888.4,121617.0,114725.9,106810.5,136625.1,65562.8,125770.7,150718.9,38419.1,0.0,115725.2,46261.6,46005.1,137230.0,123813.8,99928.7,50381.6,139692.6,46077.7,416.6,169205.7,140451.0,29354.5,97945.2,163487.6,139879.0,143631.8,90844.3,65819.0,124993.2,131157.8,57045.1,106645.9,128312.7,123450.4,114651.3,122115.0,96938.9,120491.4,118816.8,115747.4,78390.6,261.3,90518.6,125809.0,87101.2,117579.3,126390.1,116035.5,139545.2,45786.1,119267.0,115031.4,65429.9,20615.4,105837.9,118170.5,118224.8,46259.8,99965.4,107917.5,99925.2,58042.1,45819.1,127122.8,45714.2,122216.3,129343.2,105494.6,90476.6,125693.9,181953.2,134071.3,125857.8,126163.7,130312.0,46460.4,132304.7,78402.8,108260.8,140162.6,104228.4,22738.3,64387.3,118230.2,114484.9,77847.9,156963.9,124936.4,91524.5,107935.1,85593.2,57341.8,117004.8,126093.3,115028.0,139962.8,91150.4,139590.7,136399.7,135019.6,78721.7,599.9,141900.7,107932.3,126115.9,126306.6,181925.5,140443.1,125348.1,107958.0,108205.5,125386.4,89332.1,142418.7,142563.2,57081.9,124675.7,117309.1
Felleskjøpet Ålesund,6841.6,2125.2,10983.7,11182.9,29975.0,10871.4,14222.6,26697.6,11046.5,4841.2,13473.2,10482.1,36492.2,112489.1,118517.0,24466.1,8321.8,135278.0,29319.0,115632.5,10877.1,34638.3,20306.7,73807.4,23440.2,15083.2,59700.0,50570.4,15020.1,117928.7,60754.9,52566.0,8319.2,9186.6,8696.6,14665.5,4708.2,24326.3,6631.7,1434.7,18785.3,21639.8,50555.5,10785.4,36410.8,77363.6,115817.9,0.0,118300.5,118044.0,22244.7,8828.5,133775.2,74983.4,55098.0,118116.6,115842.1,54897.6,25465.6,143839.4,48138.9,49179.5,25570.9,28646.5,34762.6,50260.4,10007.9,21097.5,61255.9,18993.2,13327.4,8465.1,1922.5,7129.7,130785.5,5915.1,6867.0,15124.5,52209.1,115626.3,34631.7,10823.6,43433.0,16956.3,11404.8,1219.7,54950.6,117068.0,5907.1,1037.8,50352.9,135886.9,62169.7,3594.3,17601.8,118298.7,133811.9,74163.3,133771.7,59771.0,160775.6,12137.4,117753.1,7231.0,15035.1,139341.2,36013.4,10708.6,67645.1,19086.0,10872.5,11178.4,22989.3,118499.3,20304.8,52221.4,7448.5,25177.3,60560.2,93157.1,53765.0,17607.3,2230.7,50778.2,42655.8,56856.8,33559.9,74181.0,30191.2,60470.7,3510.8,11108.0,1108.8,24977.5,35402.2,54996.1,29077.1,20711.4,52051.3,115816.7,26915.3,74178.1,11130.6,11321.2,67617.4,55848.6,10362.8,74203.8,74451.3,18476.4,26589.9,27433.4,27577.9,60840.0,9690.4,4186.2
"Nordfjordeid, 6770 Nordfjordeid",94352.5,97459.0,108612.6,108811.8,127603.9,108500.2,111851.5,123609.0,108675.4,95561.6,111102.1,108111.0,133403.6,32548.2,297.8,80548.5,105950.7,55813.4,126230.4,46069.0,108505.9,71123.6,117935.5,110483.5,120351.6,98349.7,39453.0,48533.1,111931.5,621.7,41184.3,92270.8,105948.1,99907.0,106325.5,112294.4,95428.5,80486.8,104260.5,97369.4,120333.8,119268.7,47971.5,108414.3,133322.1,40894.6,46254.4,98368.8,0.0,256.5,119873.5,106457.4,54310.5,63904.9,152009.4,267.8,46278.7,151809.0,123094.5,75062.5,111468.5,146090.9,122482.3,126275.4,71442.7,48187.4,107636.8,118008.9,41008.9,120169.3,110956.2,106094.0,97294.9,104758.6,51320.8,103134.9,97587.4,98391.0,91913.9,46062.8,71117.0,108452.5,67699.6,100222.8,109033.7,98679.1,151862.0,1292.0,101910.6,97674.9,48283.1,66323.4,86436.2,100814.1,100868.4,244.1,54347.2,110839.5,54307.1,39524.0,49837.9,109766.3,767.4,104859.9,111946.5,59876.5,71075.0,108337.5,164556.5,116714.9,108501.4,108807.3,119900.7,280.0,117216.2,91926.2,90904.4,122806.2,84826.8,36261.7,44985.7,100873.8,97128.5,91371.3,139567.2,153768.2,72122.9,110857.1,68236.7,40845.4,99648.4,108736.9,97671.6,122606.4,71748.7,151907.5,125988.4,117622.8,92245.0,46253.3,124544.2,110854.2,108759.5,108950.1,164528.7,152760.0,107991.7,110880.0,111127.4,115387.8,71975.7,125062.3,125206.8,40593.0,107319.2,99952.7
"Nordfjordeid, 6770 Nordfjordeid",94096.1,97202.6,108356.1,108555.3,127347.4,108243.8,111595.0,123352.5,108419.0,95305.1,110845.6,107854.5,133147.1,33107.4,473.0,80292.0,105694.2,56372.6,125973.9,45812.6,108249.5,70867.1,117679.1,110227.1,120095.1,98093.2,39196.5,48276.6,111675.0,365.2,40927.8,92014.3,105691.6,99650.5,106069.0,112038.0,95172.1,80230.3,104004.1,97113.0,120077.4,119012.2,47715.0,108157.8,133065.7,40638.2,45997.9,98112.3,256.5,0.0,119617.1,106200.9,54869.7,63648.5,151752.9,72.6,46022.2,151552.5,122838.0,74806.0,111212.1,145834.4,122225.8,126018.9,71186.2,47930.9,107380.3,117752.4,40752.4,119912.8,110699.8,105837.5,97038.4,104502.1,51880.0,102878.5,97330.9,98134.5,91657.5,45806.4,70860.5,108196.0,67443.1,99966.4,108777.2,98422.6,151605.5,1262.5,101654.1,97418.4,48026.6,66066.9,86179.8,100557.6,100611.9,355.8,54906.4,110583.0,54866.3,39267.5,49581.4,109509.9,510.9,104603.4,111690.0,60435.7,70818.5,108081.0,164300.0,116458.4,108244.9,108550.8,119644.2,455.3,116959.7,91669.7,90647.9,122549.7,84570.3,36005.2,44729.2,100617.3,96872.0,91114.8,139310.7,153511.7,71866.4,110600.6,67980.2,40588.9,99391.9,108480.4,97415.1,122349.9,71492.3,151651.0,125732.0,117366.3,91988.6,45996.8,124287.7,110597.7,108503.0,108693.6,164272.3,152503.5,107735.2,110623.5,110870.9,115131.4,71719.2,124805.8,124950.3,40336.5,107062.8,99696.2
"Valderhaug, 6050 Valderøya",28466.0,22607.8,14321.0,14520.2,11465.4,14208.6,17559.8,41081.8,14383.8,26465.7,16810.4,13819.3,50876.5,134113.5,140141.5,46090.6,14542.8,156902.5,50943.4,137256.9,14214.3,56262.7,6548.1,95431.9,37824.5,36707.6,81324.5,72194.9,36644.6,139553.1,82379.4,74190.4,14345.1,30811.0,14519.3,10554.9,26332.6,45950.7,16699.1,22869.3,40409.8,7881.3,72180.0,14122.6,50795.0,98988.1,137442.3,22364.3,139924.9,139668.4,0.0,14651.2,155399.6,96607.8,76722.5,139741.1,137466.6,69281.9,6956.1,165463.8,69763.4,63563.8,39955.1,15213.7,56387.0,71884.9,13345.1,40175.0,82880.3,40617.6,16664.6,14686.1,23547.0,17197.1,152409.9,17120.9,28491.5,36748.9,73833.6,137250.7,56256.1,14160.9,65057.4,38580.8,14742.0,22844.1,76575.1,138692.4,18761.9,22662.2,71977.3,157511.3,83794.1,19545.7,39226.3,139923.1,155436.4,95787.8,155396.2,81395.5,182400.1,15474.7,139377.6,15810.0,36659.5,160965.6,57637.9,14045.8,82029.3,14975.4,14209.7,14515.6,44613.8,140123.7,39382.3,73845.8,29072.9,21066.7,82184.7,114781.6,75389.4,39231.7,23855.1,72402.7,57040.1,78481.3,55184.4,95805.4,51815.6,82095.1,20925.2,14445.2,22733.2,11544.7,57026.7,76620.6,50701.5,32696.7,73675.7,137441.2,13482.6,95802.5,14467.8,14658.5,82001.6,77473.0,13700.0,95828.3,96075.7,40100.9,48214.3,14000.6,14145.1,82464.5,13028.0,20439.3
"Hatlahaugen, Ålesund",14710.5,8852.3,3387.7,3586.9,22379.0,3275.3,6626.6,34566.5,3450.5,12710.1,5877.2,2886.1,44361.2,120358.0,126386.0,32335.1,790.2,143147.0,37187.9,123501.4,3281.0,42507.2,12710.6,81676.3,31309.2,22952.1,67569.0,58439.4,22889.1,125797.6,68623.9,60434.9,592.5,17055.5,571.7,7069.5,12577.1,32195.2,2943.5,9113.7,26654.3,14043.8,58424.5,3189.4,44279.7,85232.6,123686.8,8608.8,126169.4,125912.9,14648.6,0.0,141644.1,82852.3,62966.9,125985.6,123711.1,62766.6,17869.6,151708.3,56007.9,57048.5,33439.8,21050.5,42631.5,58129.4,2411.9,28966.5,69124.8,26862.1,5731.3,933.5,9791.5,3441.6,138654.4,3365.4,14736.0,22993.4,60078.1,123495.2,42500.6,3227.6,51301.9,24825.3,3808.8,9088.6,62819.6,124936.9,5006.4,8906.7,58221.8,143755.8,70038.6,5790.1,25470.8,126167.6,141680.9,82032.2,141640.7,67639.9,168644.6,4541.4,125622.0,2057.4,22904.0,147210.1,43882.4,3112.6,75514.1,11490.0,3276.5,3582.4,30858.3,126368.2,28173.7,60090.3,15317.4,17581.3,68429.2,101026.1,61633.9,25476.2,10099.6,58647.2,50524.8,64725.8,41428.9,82049.9,38060.1,68339.6,7169.7,3511.9,8977.7,17381.5,43271.1,62865.1,36946.0,29211.2,59920.2,123685.6,19319.3,82047.0,3534.5,3725.2,75486.3,63717.5,2766.8,82072.7,82320.2,26345.4,34458.8,19837.4,19981.9,68709.0,2094.3,6683.8
