,Depot,"Rådhusplassen 1, 6002 Ålesund",Joker Geiranger,"Geiranger, 6216 Geiranger","Langsten, 6264 Tennfjord",Anno,"Ålesund, 6002 Ålesund",Atlanterhavsparken,"Borgundvegen 340, 6015 Ålesund","Borgundvegen 92, 6008 Ålesund",Bunnpris Brattvåg,BROGATA 1,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Valderhaug, 6050 Valderøya","Hovdebygda, 6160 Hovdebygda","Haramsøya, 6270 Brattvåg","Spjelkavik, 6010 Ålesund",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Larsnes,Joker Loen,Joker Stordal,Joker Sæbø,Joker Tomrefjord,Joker,Joker Vatne,Vigra post i butikk,Joker Åheim,Joker Åram,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Meny Fosnavåg,LERSTADVEGEN 291,"Ulsteinvik, 6065 Ulsteinvik","Ålesund, 6008 Ålesund",Rabbevågen barnehage,"Storgata 16, 6002 Ålesund",Solsikka barnehage,SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,Esso Spjelkavik,"Ålesund lufthavn, 6040 Vigra",St1 Vegsund,St1 Vestnes,St1 Ørsta,"Vigra, 6040 Vigra",Sunde barnehage,Tennfjord barnehage,"Torvmyrane, 6010 Ålesund","Valldal, 6210 Valldal","Fosnavåg, 6090 Fosnavåg","Parkvegen 35, 6003 Ålesund"
Bunnpris Brattvåg,41823.9,46889.8,102590.8,102643.0,22726.6,46839.9,47015.0,50191.1,42715.3,44061.3,0.0,48199.3,147471.4,153499.4,59448.5,44889.0,52890.0,43834.8,170260.4,167268.2,33937.5,46955.8,36425.8,159653.6,51609.3,150782.3,46845.6,69620.6,48932.4,78425.9,13501.7,50065.5,94682.4,85552.8,22088.9,39690.5,59308.6,42144.6,36417.1,44331.2,50265.6,85537.9,46753.9,135.2,50870.4,88761.3,19521.5,37107.6,110544.7,31226.8,168846.8,54091.4,90021.1,100529.2,95418.3,161199.8,52757.5,110455.4,39241.0,191598.9,15632.4,57272.2,132992.4,117161.6,85242.8,95737.3,45976.4,23849.1,96238.3,44539.0,49295.9,43978.0,36203.2,165767.8,42642.6,41428.0,41849.4,44209.5,50106.8,77754.9,150776.1,69614.0,49441.7,46792.1,78415.3,51938.7,47373.3,35135.9,51545.4,152050.3,40842.3,36020.1,85335.2,97152.0,39107.2,69744.9,43832.1,40130.4,46841.0,116562.5,42430.8,30052.8,116531.0,95542.6,128306.9,88747.3,52589.6,174413.8,36309.6,72408.7,76324.0,16207.9,61475.4,68542.3,78799.5,65173.5,95453.0,38493.1,35625.0,53603.2,39186.0,51590.9,85677.3,55541.1,43991.6,13363.2,36403.8,78781.8,95623.9,44693.6
BROGATA 1,18346.9,1919.6,109477.5,109529.8,44467.8,1385.5,1394.3,2028.6,6334.2,4650.2,48294.9,0.0,123994.4,130022.4,35971.4,30848.5,29412.9,4423.7,146783.4,143623.7,40824.3,1985.7,13650.5,136176.6,37568.8,127137.8,1370.0,46143.6,13614.5,85312.7,35243.0,26588.5,71205.3,62075.8,26525.4,16213.5,35831.6,6579.9,12750.1,30290.6,14947.7,62060.8,1961.1,48213.5,15552.5,65284.2,66700.3,12488.7,87067.6,52968.0,145369.7,18773.5,66544.0,86488.7,71941.2,137555.3,59644.2,86978.4,60982.3,167954.4,37373.6,21954.3,109515.4,93684.5,61765.8,72260.2,2276.9,32602.8,72761.2,30498.5,1133.3,4567.0,13427.9,142290.8,7077.9,7001.8,18372.4,4400.2,26629.8,63714.4,127131.6,46137.0,1279.2,1534.6,54938.3,28461.6,807.8,12725.0,66455.9,128573.3,8642.8,12543.1,61858.2,73675.0,9426.5,46267.9,4225.9,16653.3,2198.2,93085.5,18953.8,18485.2,93054.0,72065.5,104662.5,65270.3,29112.6,150936.7,13736.0,48931.7,62283.5,54458.5,68362.1,45065.2,85686.3,41696.5,71976.0,10806.1,13002.5,18285.4,15708.9,66501.4,62200.3,20223.2,20514.5,35435.9,12393.9,85668.6,72146.9,5087.5
Bunnpris Bryggja,126115.9,140313.5,153167.5,153219.8,161339.8,140263.6,140438.8,143614.8,136594.6,137940.6,165166.9,141623.0,0.0,32316.5,88592.8,151815.0,132937.5,137714.1,23265.2,94471.3,157993.7,140379.6,129058.1,40751.6,144747.5,77985.4,140269.3,79167.8,149698.9,142399.9,152114.9,130113.0,71216.3,80296.5,143694.8,127191.9,88531.0,136023.9,129132.8,152250.2,151032.0,79734.8,140177.6,165085.5,151636.9,76762.9,183572.3,129222.4,104145.8,169840.0,21851.5,154857.9,57615.9,95821.3,52120.6,88402.8,143384.9,104056.5,177854.2,82790.5,154245.6,158038.7,14646.2,48937.0,79950.7,72947.6,139400.1,149772.2,72772.2,152085.6,142719.6,137857.3,129058.2,18772.6,136521.9,134898.3,129350.7,138088.8,130154.3,123830.3,77979.2,79161.2,142865.4,140215.9,69931.3,131986.2,140797.0,130442.4,183625.3,32707.8,133673.9,129438.3,80046.4,88668.0,132577.4,79486.9,137711.4,125798.3,140264.7,33346.1,122667.7,154569.5,33314.6,87058.6,68178.0,76749.0,132637.1,27418.6,128891.8,77592.3,123287.6,171330.5,185531.5,80167.1,142773.4,100000.0,72608.7,131411.7,129501.2,154369.7,126687.3,183670.9,79653.8,156307.6,121768.2,152307.9,148478.2,142755.8,87139.9,138572.9
Bunnpris Eid,94492.7,108690.3,121467.8,121520.0,129716.6,108640.4,108815.6,111991.6,104971.4,106317.4,133543.7,109999.8,32327.4,0.0,80688.6,120115.2,101314.3,106090.9,55592.6,62771.5,126370.5,108756.4,97434.9,73079.0,113047.8,46285.6,108646.1,71263.7,118075.7,110700.1,120491.7,98489.8,39593.1,48673.2,112071.6,95568.7,80626.9,104400.7,97509.6,120550.4,119408.8,48111.6,108554.4,133462.3,120013.7,45139.7,151949.1,97599.1,72522.6,138216.8,54179.0,123234.6,79445.4,64121.5,84842.6,56703.1,111685.1,72433.3,146231.0,50636.5,122622.4,126415.5,46973.7,81264.4,48327.5,41324.4,107776.9,118149.0,41149.0,120385.9,111096.4,106234.1,97435.0,51100.0,104898.7,103275.1,97727.5,106465.6,98531.1,92130.5,46279.4,71257.1,111242.2,108592.6,67839.7,100363.0,109173.8,98819.2,152002.1,1084.6,102050.7,97815.1,48423.2,86576.4,100954.2,71582.8,106088.2,94175.1,108641.5,65673.6,91044.5,122946.3,65642.1,84966.9,36478.3,45125.8,101013.9,59746.0,97268.6,69688.1,91587.9,139707.3,153908.4,72263.0,111073.7,68376.8,40985.5,99788.5,97878.0,122746.5,95064.1,152047.6,48030.6,124684.4,90145.0,120684.7,116855.0,111056.0,85048.3,106949.7
Bunnpris Hareid,20320.0,34517.6,120851.1,120903.3,55544.0,34467.7,34642.9,37819.0,30798.7,32144.7,59371.1,35827.2,88678.7,102691.3,0.0,36031.1,22736.9,31918.2,111467.7,116292.6,52197.8,34583.7,23262.3,100860.9,42751.3,99806.7,34473.4,10827.9,43903.0,96686.3,46319.1,19912.4,41901.6,42175.2,37899.0,21396.0,515.9,30228.0,23336.9,35473.2,45236.2,41613.6,34381.8,59289.6,45841.0,39798.3,77776.5,23426.5,65544.6,64044.2,110054.1,49062.0,31228.4,100883.6,36625.6,110224.2,71017.8,65455.3,72058.4,140623.4,48449.7,52242.8,74199.7,58368.9,41829.5,42956.5,33604.2,43976.4,43457.4,35681.0,36923.7,32061.5,23262.4,106975.1,30726.0,29102.4,23554.9,32293.0,19953.7,68896.9,99800.5,10821.3,37069.6,34420.0,19622.6,21785.6,35001.1,24646.5,77829.5,101242.2,27878.1,23642.4,41925.2,38359.3,26781.6,10952.2,31915.5,20002.4,34468.9,57769.8,16871.9,48773.7,57738.3,36749.9,77331.4,39784.3,22436.5,115621.1,23096.0,13616.0,67466.1,65534.7,79735.7,9749.6,97059.8,61878.8,42672.2,25615.9,23705.3,48573.8,20891.5,77875.0,41532.6,50511.7,18219.0,46512.0,42682.3,97042.2,36831.2,32777.0
"Ikornes, 6222 Ikornnes",18866.6,29461.9,75959.8,76012.0,40946.9,29412.0,29587.2,32763.2,25743.0,27089.0,44774.0,30771.5,151828.9,120140.7,36491.2,0.0,29932.6,26862.5,175094.1,122738.6,30615.2,29528.0,18206.5,154826.9,7079.7,106252.7,29417.7,46663.3,38847.3,51794.9,31722.0,27108.2,62262.1,53132.5,23301.9,15014.9,36351.3,25172.3,18281.2,557.9,40180.4,53117.6,29326.0,44692.5,40785.3,56341.0,63179.4,18370.8,78124.4,49447.1,173680.5,44006.3,67063.7,55999.6,72461.0,116670.2,49435.2,78035.1,57461.3,147069.3,33852.6,47187.1,128165.7,94204.2,52822.5,63317.0,28548.5,25131.5,63818.0,563.8,31868.0,27005.7,18206.6,170601.5,25670.3,24046.7,12790.4,27237.2,27149.5,33225.3,106246.5,46656.7,32013.8,29364.3,55458.0,28981.3,29945.4,19590.8,56246.9,119448.6,22822.3,18586.7,52915.0,74194.7,21725.8,46787.6,26859.8,17173.0,29413.1,111735.8,19473.5,40298.6,111704.3,72585.2,83777.3,56327.1,29632.3,179247.5,18040.2,49451.4,31794.4,50937.6,58153.1,45585.0,52168.5,32753.3,63032.7,20560.1,18649.6,43518.1,15345.7,56292.4,53257.1,45456.0,21034.3,31914.9,37626.6,52150.8,72666.6,27721.3
Bunnpris Langevåg,13913.4,28111.0,114444.4,114496.7,49137.3,28061.1,28236.3,31412.3,24392.1,25738.1,52964.4,29420.6,110880.0,121320.2,22857.0,29624.4,0.0,25511.6,133668.9,134921.6,45791.2,28177.1,16855.6,123062.2,36344.7,118435.6,28066.8,33029.2,37496.4,90279.6,39912.4,2905.1,62503.2,53373.6,31492.3,14989.4,22717.2,23821.4,16930.3,29066.5,38829.5,53358.7,27975.1,52883.0,39434.4,56582.1,71369.8,17019.9,78365.5,57637.5,132255.3,42655.3,53429.6,85264.6,58826.8,128853.1,64611.2,78276.2,65651.7,159252.3,42043.1,45836.2,96401.0,80570.1,53063.6,63558.1,27197.6,37569.7,64059.1,29274.4,30517.1,25654.8,16855.7,129176.4,24319.4,22695.8,17148.2,25886.3,2946.4,62490.3,118429.4,33022.6,30662.9,28013.4,41823.9,964.3,28594.5,18239.9,71422.8,119871.1,21471.4,17235.8,53156.0,60560.6,20374.9,33153.5,25508.9,13595.8,28062.2,79971.0,10465.2,42367.0,79939.5,58951.1,95960.3,56568.1,702.3,137822.3,16689.3,35817.2,61059.4,59128.0,73329.1,31950.8,90653.2,32994.3,63273.8,19209.2,17298.7,42167.2,14484.8,71468.4,53498.1,44105.1,11812.4,40105.4,36275.7,90635.5,59032.5,26370.4
Bunnpris Nørve,14643.1,2883.9,105773.8,105826.0,40466.6,2833.9,3009.1,6185.2,2060.3,376.4,44293.8,4193.4,120290.6,126318.6,32267.7,27144.7,25709.1,0.0,143079.6,139919.9,37120.5,2949.9,9946.7,132472.8,33865.0,123434.0,2839.6,42439.8,12269.2,81608.9,31241.8,22884.7,67501.6,58372.0,22821.7,12509.7,32127.8,2149.7,9046.3,26586.9,13602.4,58357.1,2748.0,44212.3,14207.2,61580.4,62699.1,8784.9,83363.9,48966.8,141665.9,17428.2,62840.2,82784.9,68237.5,133851.5,55940.5,83274.6,56981.1,164250.6,33372.4,20609.0,105811.6,89980.8,58062.0,68556.4,1970.5,28899.1,69057.4,26794.7,5289.9,293.1,9724.1,138587.0,2224.0,3298.0,14668.6,638.0,22926.0,60010.6,123427.8,42433.2,5435.8,2786.2,51234.5,24757.8,3367.4,9021.2,62752.2,124869.5,4939.0,8839.3,58154.4,69971.2,5722.7,42564.1,260.6,12949.5,2835.1,89381.7,15250.0,17139.9,89350.2,68361.8,100958.7,61566.5,25408.8,147232.9,10032.2,45227.9,58579.8,50457.3,64658.4,41361.5,81982.5,37992.7,68272.2,7102.3,9298.7,16940.1,12005.2,62797.7,58496.5,18877.9,16810.8,31434.7,11048.6,81964.8,68443.1,1122.1
Bunnpris Oldeide,149378.6,163576.2,176430.2,176482.5,184602.5,163526.3,163701.5,166877.5,159857.3,161203.3,188429.6,164885.7,23262.7,55579.2,111406.1,175077.7,156200.2,160976.8,0.0,117734.0,181256.4,163642.3,152320.8,63565.0,168010.2,101248.1,163532.0,101981.2,172961.6,165662.6,175377.6,153375.7,94479.0,103559.2,166957.5,150454.6,111344.4,159286.6,152395.5,175512.9,174294.7,102997.5,163440.3,188348.2,174899.6,100025.6,206835.0,152485.1,127408.5,193102.7,16933.6,178120.5,80429.2,119084.0,74933.9,111665.6,166647.6,127319.2,201116.9,106053.2,177508.3,181301.4,37459.6,71750.3,103213.4,96210.3,162662.8,173034.9,96034.9,175348.3,165982.3,161120.0,152320.9,4683.3,159784.6,158161.0,152613.4,161351.5,153417.0,147093.0,101241.8,101974.6,166128.1,163478.6,92744.7,155248.9,164059.7,153705.1,206888.0,55970.5,156936.6,152701.0,103309.1,111481.3,155840.1,102300.3,160974.1,149061.0,163527.4,56159.5,145930.4,177832.2,56128.0,109871.9,91440.7,100011.7,155899.8,8785.1,152154.5,100405.6,146550.3,194593.2,208794.2,102980.5,166036.1,123262.7,95871.4,154674.4,152763.9,177632.4,149950.0,206933.6,102916.5,179570.3,145030.9,175570.6,171740.9,166018.5,109953.3,161835.6
Bunnpris Olden,128070.5,142268.1,92153.9,92206.1,163334.7,142218.2,142393.4,145569.4,138549.2,139895.2,167161.8,143577.6,94527.8,62839.7,116311.6,122736.8,134892.1,139668.6,117793.0,0.0,153003.1,142334.1,131012.7,135279.4,115669.3,17027.4,142223.9,106886.7,151653.5,124172.2,154109.8,132067.6,74492.0,82526.2,145689.7,129146.5,116249.9,137978.5,131087.4,123172.0,152986.6,81924.3,142132.2,167080.4,153591.5,80762.7,185567.2,131177.0,86843.8,171834.9,116379.4,156812.4,115068.4,66743.1,120465.6,6225.1,114306.7,86754.5,179849.1,24489.2,156240.5,159993.3,109174.1,143464.8,82180.5,73582.0,141354.7,147519.3,73406.6,123007.4,144674.2,139811.9,131012.8,113300.4,138476.5,136852.9,135178.3,140043.4,132108.9,94752.1,16965.5,106880.1,144820.0,142170.4,103462.7,133940.8,142751.6,132397.0,155906.7,62147.5,135628.5,131392.9,81791.4,122199.3,134532.0,107205.8,139666.0,127752.9,142219.3,127874.0,124622.3,156524.1,127842.5,120589.9,39099.8,80748.8,134591.7,121946.4,130846.4,105311.1,94209.4,173325.4,141297.9,107886.0,124545.8,101954.6,73703.3,133366.3,131455.8,156324.3,128641.9,155952.2,81920.4,158262.1,123722.8,154302.8,150432.8,124528.1,120671.3,140527.5
Bunnpris Sjøholt,34816.6,39426.9,68915.5,68967.8,30130.6,39377.0,39552.2,42728.2,35708.0,37054.0,33957.8,40736.5,140464.1,146492.1,52441.2,30648.4,45882.7,36827.5,163253.1,133281.9,0.0,39493.0,29418.5,152646.3,37368.6,116796.0,39382.7,62613.3,48812.3,44750.7,20905.8,43058.2,87675.1,78545.5,15295.0,30251.9,52301.3,35137.3,29409.7,30090.5,50145.5,78530.6,39291.0,33876.3,50750.3,81754.0,52363.2,30100.3,103537.4,38630.9,161839.5,53971.3,83013.8,66542.9,88411.0,127213.5,19082.2,103448.1,37971.5,157612.6,23036.4,57152.1,125985.1,110154.3,78235.5,88730.0,38513.5,10148.6,89231.0,30298.3,41833.0,36970.7,29195.9,158760.5,35635.3,34420.7,28027.4,37202.2,43099.5,38805.7,116789.8,62606.7,41978.9,39329.3,71408.0,44931.4,39910.4,28128.6,25893.9,145043.0,33835.0,29012.8,78327.9,90144.7,32099.9,62737.6,36824.8,33123.1,39378.1,109555.2,35423.5,29482.4,109523.7,88535.3,94320.6,81740.0,45582.3,167406.5,29302.3,65401.4,62083.4,40121.4,27800.1,61535.0,45124.3,58166.2,88445.7,31485.8,28617.7,53483.1,32178.7,25939.4,78670.0,55421.0,36984.3,21098.7,35833.4,45106.6,88616.6,37686.3
SKAREGATA 1,16993.1,320.6,108123.7,108176.0,43114.0,638.7,813.9,3990.0,4980.4,3296.4,46941.1,1998.2,122640.6,128668.5,34617.6,29494.7,28059.1,3069.9,145429.5,142269.9,39470.5,0.0,12296.6,134822.8,36215.0,125784.0,644.4,44789.8,12260.7,83958.9,33889.1,25234.7,69851.5,60721.9,25171.6,14859.7,34477.8,5226.1,11396.3,28936.8,13593.9,60707.0,478.9,46859.7,14198.7,63930.4,65346.5,11134.9,85713.8,51614.2,144015.9,17419.7,65190.2,85134.9,70587.4,136201.5,58290.4,85624.5,59628.4,166600.6,36019.8,20600.5,108161.6,92330.7,60411.9,70906.4,827.1,31249.0,71407.4,29144.7,3094.7,3213.2,12074.0,140936.9,5724.1,5648.0,17018.5,3046.4,25275.9,62360.6,125777.8,44783.2,3240.6,445.3,53584.5,27107.8,1172.1,11371.2,65102.1,127219.5,7289.0,11189.3,60504.4,72321.2,8072.7,44914.1,2872.1,15299.5,270.5,91731.6,17600.0,17131.4,91700.1,70711.7,103308.6,63916.5,27758.8,149582.9,12382.2,47577.8,60929.7,53104.7,67008.3,43711.4,84332.4,40342.7,70622.2,9452.3,11648.7,16931.5,14355.1,65147.6,60846.5,18869.4,19160.7,34082.1,11040.0,84314.8,70793.1,3733.6
Bunnpris Spjelkavik,5798.6,12518.1,97842.6,97894.9,32535.5,12468.2,12643.3,15819.4,8799.2,10145.2,36362.6,13827.6,111446.1,117474.1,23423.2,18300.3,16864.7,9918.6,134235.1,131075.4,29189.4,12584.1,0.0,123628.3,25020.5,114589.5,12473.9,33595.3,21903.5,73677.8,23310.6,14040.2,58657.1,49527.5,14890.5,3665.2,23283.3,8228.5,1337.3,17742.4,23236.6,49512.6,12382.2,36281.2,23841.5,52735.9,54768.0,1426.9,74519.4,41035.7,132821.5,27062.4,53995.8,73940.4,59393.0,125007.0,48009.4,74430.1,49049.9,155406.2,25441.3,30243.3,96967.1,81136.3,49217.5,59712.0,11604.7,20967.9,60212.9,17950.2,14924.2,10061.9,282.6,129742.5,8726.5,7102.8,5824.1,10293.4,14081.5,51166.2,114583.3,33588.7,15070.0,12420.4,42390.0,15913.4,13001.6,1720.0,54821.0,116025.0,5878.5,1397.0,49309.9,61126.7,4782.0,33719.6,9916.0,4105.0,12469.3,80537.2,6405.5,26774.1,80505.7,59517.3,92114.2,52722.0,16564.3,138388.5,166.3,36383.4,49735.3,42526.2,56727.2,32517.0,74051.4,29148.2,59427.7,3616.3,773.7,26574.3,3160.7,54866.6,49652.0,28512.1,7966.3,23503.6,20682.8,74033.7,59598.6,10777.5
Bunnpris Stad,121000.4,135198.0,193908.8,193961.0,156224.3,135148.1,135323.3,138499.3,131479.1,132825.1,160051.4,136507.5,40741.2,73057.7,100800.9,154874.1,123417.2,132598.6,63530.2,135212.5,152878.2,135264.0,123942.6,0.0,185488.7,118726.6,135153.8,91376.0,144583.4,183141.1,146999.4,120592.8,93333.3,102413.5,138579.3,122076.4,100739.2,130908.4,124017.3,155309.4,145916.5,101851.8,135062.1,159970.0,146521.4,98879.9,178456.8,124106.9,119978.1,164724.5,47105.8,149742.4,69824.0,136562.5,64328.7,129144.1,184126.1,119888.8,172738.7,123531.7,149130.1,152923.2,26854.4,61145.1,102067.7,95064.6,134284.6,144656.7,94889.2,155144.8,137604.1,132741.8,123942.7,59037.6,131406.4,129782.8,124235.2,132973.3,120634.1,164571.5,118720.4,91369.4,137749.9,135100.4,82139.5,122465.9,135681.5,125326.9,178509.8,73449.0,128558.4,124322.8,102163.4,100876.2,127461.9,91695.1,132595.9,120682.8,135149.2,45554.3,117552.2,149454.0,45522.8,99266.7,108919.2,98866.0,123116.9,67683.6,123776.3,89800.4,164028.9,166215.0,180416.0,92375.3,183514.6,122117.1,94725.7,126296.2,124385.7,149254.2,121571.8,178555.4,101770.8,151192.1,118899.4,147192.4,143362.7,183497.0,99348.1,133457.4
Bunnpris Straumgjerde,25585.1,36180.4,68919.5,68971.8,47665.4,36130.5,36305.7,39481.8,32461.5,33807.5,51492.5,37490.0,144788.7,113100.5,43209.7,7067.4,36651.2,33581.0,168053.8,115698.4,37333.7,36246.5,24925.1,185540.3,0.0,99212.4,36136.2,53381.8,45565.8,44754.7,38440.5,33826.7,67771.1,58641.5,30020.4,21733.4,43069.8,31890.8,24999.7,7502.6,46899.0,58626.6,36044.6,51411.0,47503.8,61850.0,69897.9,25089.3,82880.0,56165.6,166640.2,50724.8,73782.3,48959.4,79179.5,109629.9,56153.7,82906.7,64179.8,140029.1,40571.2,53905.6,159434.9,100922.8,58331.5,68826.0,35267.0,31850.0,69327.0,7338.1,38586.5,33724.3,24925.1,163561.3,32388.8,30765.2,19509.0,33955.8,33868.0,26185.1,99206.2,53375.2,38732.4,36082.8,62176.5,35699.9,36663.9,26309.3,62965.4,112408.4,29540.9,25305.2,58424.0,80913.2,28444.3,53506.1,33578.3,23891.5,36131.7,117244.8,26192.0,47017.1,117213.3,79303.8,76737.1,61836.1,36350.8,172207.2,24758.7,56169.9,24754.2,57656.1,64871.6,52303.5,45128.3,38262.3,68541.7,27278.6,25368.1,50236.6,22064.2,63010.9,58766.1,52174.5,27752.8,38633.5,44345.1,45110.6,79385.1,34439.8
Bunnpris Stryn,111510.7,125708.3,75310.1,75362.4,146774.9,125658.4,125833.5,129009.6,121989.4,123335.4,150602.0,127017.8,77968.0,46279.8,99751.8,106177.0,118332.3,123108.8,101233.2,17032.2,136443.3,125774.3,114452.9,118719.6,99109.5,0.0,125664.1,90326.9,135093.7,107328.5,137550.0,115507.8,57932.2,65966.4,129129.9,112586.7,99690.1,121418.7,114527.6,106612.2,136426.8,65364.5,125572.4,150520.5,137031.7,64202.9,169007.4,114617.1,70284.0,155275.1,99819.6,140252.6,98508.6,50183.3,103905.8,10963.8,97746.9,70194.7,163289.3,41362.9,139680.7,143433.5,92614.3,126905.0,65620.7,57022.1,124794.9,130959.5,56846.8,106447.6,128114.4,123252.1,114453.0,96740.6,121916.7,120293.1,118618.5,123483.6,115549.1,78192.3,238.9,90320.3,128260.2,125610.6,86902.9,117381.0,126191.8,115837.2,139346.9,45587.7,119068.7,114833.0,65231.6,105639.5,117972.2,90646.0,123106.2,111193.1,125659.5,111314.2,108062.5,139964.3,111282.7,104030.1,22540.0,64189.0,118031.9,105386.6,114286.6,88751.3,77649.6,156765.6,124738.1,91326.2,107702.1,85394.8,57143.5,116806.5,114896.0,139764.5,112082.1,139392.4,65360.6,141702.3,107163.0,137743.0,133873.0,107684.4,104111.4,123967.7
NEDRE STRANDGATE 9,17011.3,584.1,108142.0,108194.2,43132.3,312.7,372.0,3380.0,4998.7,3314.7,46959.4,1388.2,122658.8,128686.8,34635.9,29513.0,28077.4,3088.1,145447.8,142288.1,39488.7,650.1,12314.9,134841.0,36233.2,125802.2,0.0,44808.0,12279.0,83977.2,33907.4,25252.9,69869.8,60740.2,25189.9,14877.9,34496.0,5244.4,11414.6,28955.1,13612.2,60725.3,625.5,46877.9,14217.0,63948.7,65364.8,11153.1,85732.1,51632.5,144034.2,17438.0,65208.5,85153.2,70605.7,136219.7,58308.7,85642.8,59646.7,166618.9,36038.0,20618.8,108179.8,92349.0,60430.2,70924.7,941.4,31267.3,71425.7,29162.9,2484.8,3231.4,12092.3,140955.2,5742.4,5666.2,17036.8,3064.6,25294.2,62378.9,125796.0,44801.4,2630.6,199.1,53602.7,27126.1,562.2,11389.5,65120.4,127237.7,7307.3,11207.5,60522.6,72339.4,8091.0,44932.3,2890.4,15317.8,862.6,91749.9,17618.2,17149.6,91718.4,70730.0,103326.9,63934.7,27777.0,149601.2,12400.4,47596.1,60948.0,53123.0,67026.6,43729.7,84350.7,40360.9,70640.4,9470.5,11667.0,16949.8,14373.4,65165.9,60864.7,18887.7,19179.0,34100.4,11058.3,84333.1,70811.3,3751.9
Bunnpris Ulsteinvik,30942.1,45139.7,131473.2,131525.4,66166.0,45089.8,45265.0,48441.1,41420.8,42766.8,69993.2,46449.3,79239.1,93251.7,10742.7,46653.1,33359.0,42540.3,102028.1,106853.0,62819.9,45205.8,33884.4,91421.3,53373.4,90367.1,45095.5,0.0,54525.1,107308.4,56941.2,30534.5,32461.9,32735.6,48521.1,32018.1,10680.9,40850.1,33959.0,46095.3,55858.3,32173.9,45003.9,69911.7,56463.1,30358.7,88398.6,34048.6,56104.9,74666.3,100614.5,59684.1,21788.7,91444.0,27186.0,100784.6,81639.9,56015.7,82680.5,131183.7,59071.8,62864.9,64760.1,48929.3,32389.8,33516.8,44226.3,54598.5,34017.8,46303.1,47545.8,42683.6,33884.4,97535.5,41348.1,39724.5,34177.0,42915.1,30575.8,79519.0,90360.9,43.8,47691.7,45042.1,10183.0,32407.7,45623.2,35268.6,88451.6,91802.6,38500.2,34264.5,32485.6,28919.7,37403.7,549.0,42537.6,30624.5,45091.0,48330.2,27494.0,59395.7,48298.7,27310.3,67891.8,30344.7,33058.6,106181.5,33718.0,4176.4,78088.1,76156.8,90357.8,1695.6,107681.9,52439.2,33232.6,36237.9,34327.4,59195.9,31513.6,88497.1,32093.0,61133.8,28841.1,57134.1,53304.4,107664.3,27391.6,43399.1
