customer_id,customer_name,address,postal_code,latitude,longitude,vehicle_type,service_time_min,tour_id,demand_class,frekvens,tw_bracket
907,Fiskå Brygge Gjestgiveri,REITEBAKKVEGEN 15,,62.0974713,5.5578608,1.0,8.9,4351,low,49.0,2
1025,3846 DEVOLD KANTINE KAFE,Geilneset 16,6030.0,62.44043,6.18746,1.0,8.6,0,med,101.0,2
1041,Flammen 6770,EIDSGATA 36,6770.0,61.9081885,5.9887307,1.0,7.3,"3452,5452",low,52.0,2
1047,Christian Gaard Bygdetun As,RYNNINGEN 102,6183.0,62.2537014,6.5032889,1.0,8.7,4501,med,23.0,2
1048,Didriks Kafe & Gaver,EIDSGATA 38,6770.0,61.9082915,5.9882234,1.0,7.2,3452,low,61.0,2
1056,Magnifikk,SJØGATA 101,6770.0,61.9115702,5.9803009,1.0,8.2,"3452,5452",low,45.0,2
1057,Innvik As,MORSKOGEN 32,6793.0,61.8496326,6.6171088,1.0,10.4,4551,low,44.0,2
1063,Felleskjøpet Nordfjordeid 4560,ULDEGROVA 11,6770.0,61.9100266,6.0051163,1.0,16.1,5452,low,15.0,2
1064,Kauto Bar Og Restaurant,KONGENS GATE 11,6002.0,62.4735516,6.1564804,1.0,5.2,"2054,5052",low,5.0,1
1069,Fergekaia Langevåg,DJUPDALEN 10,6030.0,62.4406249,6.1932365,1.0,20.0,5401,high,43.0,1
1070,Fole Festlig Drift,Geilneset 16,6030.0,62.4390436,6.1854688,1.0,20.0,"2401,5401",med,43.0,1
1090,Spar Langevåg,Fyllingvegen 9,6030.0,62.4421478,6.1903413,1.0,13.1,"1401,2403,3401,4402,5401",high,300.0,1
1097,Minibakeriet,EIDSGATA 42,6770.0,61.9085166,5.9881269,1.0,10.7,3452,low,47.0,2
1126,Joker Loen,LODALSVEGEN 9,6789.0,61.8718144,6.8480974,1.0,14.3,"1551,2551,4551,5551",high,202.0,2
1151,Napoli-pizzeria Ulst.vik,SJØGATA 61,6065.0,62.3438527,5.8460289,1.0,11.9,"2701,4701",low,62.0,2
1159,Havfruen Måløy,SJØGATA 18,6700.0,61.9341751,5.1135564,1.0,14.3,"3451,5451",med,101.0,2
1171,Havila Service Resepsjon,MJØLSTADNESVEGEN 24,6092.0,62.3219448,5.672553,1.0,7.4,4251,low,36.0,2
1172,Havila Service Kantine,MJØLSTADNESVEGEN 24,6092.0,62.3219448,5.672553,1.0,5.1,4251,low,34.0,2
1173,Fergekaia Fosnavåg,MYKLEBUSTVEGEN 83,6092.0,62.326434,5.6364476,1.0,13.5,4251,high,46.0,2
1177,Jafs Fosnavåg,HOLMEFJORDVEGEN 6,6090.0,62.3426234,5.6321588,1.0,7.7,4251,high,77.0,2
1179,Horisont Restaurant As,MJØLSTADNESVEGEN 22,6092.0,62.322083,5.671008,1.0,7.1,4251,low,28.0,2
1189,Mmc First Process Kantine,MJØLSTADNESVEGEN 21,6092.0,62.3229173,5.6762447,1.0,9.3,1251,med,46.0,2
1190,HAVILA CASTOR,Skansekaia 2,6002.0,62.475555662874754,6.152056057641381,1.0,8.6,0,med,31.0,2
1372,Factory Ikornnes,INDUSTRIVEGEN 1,6222.0,62.3857933,6.5574374,1.0,13.9,"1601,4602",high,85.0,2
1574,Fjellstova Ørskog Kh As,SVARTLØKVEGEN,6240.0,62.520486,6.915697,1.0,7.7,"2651,5651",med,85.0,2
1615,Fjordane Folkehøgskule,SKULEVEGEN 32,6770.0,61.912645,5.995667,1.0,10.0,"3452,5452",low,55.0,2
1631,Fjordly Ungdomssenter,HOLMEVEGEN 28,6711.0,61.929447,5.388833,1.0,6.7,3451,low,12.0,2
1640,Volda Omsorgssenter 410401,BARSTADMARKA 2,6102.0,62.150112,6.062844,1.0,10.2,"2501,4502",high,99.0,2
1641,Voldabadet,JOPLASSVEGEN 1A,6103.0,62.146964,6.08304,1.0,5.6,3501,low,14.0,2
1642,Kiosk Volda Ungdomsklubb,STORGATA 14,6100.0,62.147106,6.066908,1.0,6.9,4502,low,10.0,2
1646,Brygga Sportsbar,SJØGATA 30,6065.0,62.34237,5.846723,1.0,11.8,4701,low,49.0,2
1689,St1 Vegsund 9377,BLINDHEIMSBREIVIKA 160,6020.0,62.443732,6.367167,1.0,5.9,"1052,4052",med,86.0,1
1696,St1 Ørskog 9415,SJØKANTEN 2,6240.0,62.482459,6.812361,1.0,7.1,"3651,5651",med,88.0,2
1697,St1 Vestnes 9289,BRUGATA 2,6390.0,62.623089,7.09026,1.0,8.4,"1651,3651",med,95.0,2
1698,St1 Ørsta 9163,ANDERS HOVDENGT 1,6153.0,62.196243,6.128004,1.0,7.2,"1502,4502",med,84.0,2
1699,St1 Ulsteinvik 9109,SJØGATA 81,6065.0,62.344673,5.839305,1.0,8.1,"3701,5701",med,97.0,2
1715,Joker Vikane,VIKAVEGEN 22,6040.0,62.558128,6.0969425,1.0,14.6,"1751,3751,5751",high,154.0,2
1821,Føniks Kaffihus,VIKEGATA 36,6150.0,62.201385,6.122407,1.0,7.7,2501,low,55.0,2
1824,Tik Cafe & Restaurant,VIKEGATA 11,6150.0,62.2001329,6.1267231,1.0,8.5,"2501,5501",low,100.0,2
1835,Hf Nordfjord Sjukehus,Sjukehusvegen 14,6770.0,61.915739,5.977668,1.0,8.8,"3452,5452",low,101.0,2
1838,Volda Sjukehus Hf Avd 9033,Kløvertungvegen 1,6103.0,62.149541,6.092297,1.0,7.6,"2501,4502",low,91.0,2
1842,Fru Svendsen Kafe,KYRKJEGATA 25,6002.0,62.201082,6.124354,1.0,16.0,2501,low,23.0,2
1845,Spar Fosnavåg,Myklebustvegen 42,6092.0,62.328847,5.634835,1.0,20.0,"1252,3251,4252,5702",high,257.0,2
1847,Det Lille Napoli Ørsta,ANDERS AARSÆTER-GATE 2,,62.201742,6.121598,1.0,6.3,"2503,4503",low,63.0,2
1863,Bygg 1 Produkter Kantine,INDUSTRIVEGEN 32,6008.0,62.47,6.2,1.0,5.3,5501,low,9.0,2
1890,Joker Tomrefjord,Fjordvegen 445,6393.0,62.582343,6.93098,1.0,16.6,"1651,3651,4651",high,151.0,2
1911,Geiranger Omsorgssenter,Maråkvegen 36,6216.0,62.099853,7.205,1.0,20.0,2302,med,43.0,2
1925,GJERMUNDNES VIDAREGÅANDE SKULE,Gjermundnesvegen 200,6392.0,62.623169333891745,7.165421728793504,1.0,8.6,0,med,39.0,2
1968,Olebuda,MARÅKVEIEN 28,6216.0,62.10016,7.2060184,1.0,7.6,4302,med,2.0,2
2161,Stryn Kaffebar Og Vertshus,TONNINGSGATA 19,6783.0,61.9045,6.7242,1.0,11.7,"3551,5551",med,107.0,2
2170,Spar Hornindal,Sanden 26,6763.0,61.9677067,6.5253155,1.0,22.8,"1551,3452,5452",high,153.0,2
2212,VOLDA VIDAREGÅANDE SKULE/KANTI,Vevendelvegen 35,6102.0,62.15021589398488,6.07234117112777,1.0,8.6,0,med,36.0,2
2218,Joker Gursken,Gurskevegen 6,6082.0,62.216106,5.649571,1.0,9.8,"1351,2352,4351,5701",high,199.0,2
2221,Renex Avd Myklebust,TVERRVEGEN 30B,6020.0,62.43833,6.37417,1.0,4.3,"2352,4351",med,94.0,2
2371,Millennium Kafe,STRANDGATA 91,6060.0,62.37183,6.02925,1.0,7.2,"2701,5701",low,94.0,2
2373,Posten Restaurant Og Bar,KJØPMANNSGATA 28,6060.0,62.37033,6.02724,1.0,9.4,"1702,3702",high,86.0,2
2388,Hareid Pizza Og Pub,STRANDGATA 117,6060.0,62.37361,6.03022,1.0,7.2,4702,med,48.0,2
2392,Hareid Kommune Felleskjøkken,Teigevegen 55,6060.0,62.37327,6.02403,1.0,8.6,4701,high,53.0,2
2393,Nor F. Vard Brattvåg,Strandgata 74,6270.0,62.59061,6.446,1.0,15.5,"3151,5151",low,126.0,2
2485,BLÅTIND HOTEL,EKRELIA 28,6250.0,62.335818897013354,7.095824411594722,1.0,8.6,0,med,63.0,2
2497,HJELLE HOTEL AS,Hjellevegen 240,6798.0,61.91463237450412,7.113482671115958,1.0,8.6,0,med,35.0,2
2547,Herøy Omsorgssenter 324000,Sjukeheimsvegen 5 A,6092.0,62.3256584,5.64285,1.0,10.5,4251,high,58.0,2
2565,SUNNMØRSBADET FOSNAVÅG,LISJEBØVEIEN  10 B,6091.0,62.333663054082706,5.641792471124931,1.0,8.6,0,med,45.0,2
2567,HERØY VGS KANTINE,LISJEBØVEGEN 4,6091.0,62.33483655081571,5.6381660729426,1.0,8.6,0,med,35.0,2
2617,Hellesylt Boutique Og Bar,GATA 29,6218.0,62.08486,6.868,1.0,16.8,3601,low,8.0,2
2618,Hornindal Skisenter,Holebakkane 206,6763.0,62.007827,6.561826,1.0,6.8,5452,low,9.0,2
2620,Hjørundfjordheimen,Øyragata 20,6165.0,62.2081519,6.47653,1.0,7.6,4501,med,52.0,2
2626,RAUS,Ullavikvegen 3,6230.0,62.39670638672231,6.581631847462442,1.0,8.6,0,med,54.0,2
2634,Raus Restaurant,Ullavikvegen 3,6230.0,62.39664,6.5815,1.0,20.0,4602,med,43.0,2
2646,4274 Hoven Restaurant,GONDOLEN 1,6789.0,61.87501,6.83945,1.0,5.3,"2551,5551",low,84.0,2
2670,OLDEN FJORDHOTEL,SOLSTRANDVEGEN 1,6788.0,61.84824740705758,6.814655555766273,1.0,8.6,0,med,48.0,2
2672,BRIKSDALSBRE FJELLSTOVE AS,OLDEDALSVEGEN 2211,6792.0,61.663044108796704,6.822434344138922,1.0,8.6,0,med,50.0,2
2684,Sunde Kiosken,Sætrengården Naustgranda 20,6788.0,61.84178,6.81139,1.0,9.0,4551,low,27.0,2
2695,Bølgen Bar & Restaurant Ny,INDUSTRIVEGEN 7,6222.0,62.38939,6.55394,1.0,20.0,2601,low,43.0,2
2700,Innvik Fjordhotell,Gamleveien 21,6793.0,61.8500514,6.6111973,1.0,7.8,4551,low,55.0,2
2819,Isehaug Kafeteria,Perhusvegen 20,6783.0,61.9041735,6.72275,1.0,10.7,"3551,5551",med,137.0,2
2908,Kiwi 908 Klokkersund,NEDRE KLOKKERSUNDVEGEN 2,6015.0,62.466608,6.246044,1.0,24.9,"1053,2108,3103,4105,5752",high,296.0,1
2914,Kiwi 903 Måløy,Amstkaia 8,6700.0,61.9332879,5.11266,1.0,27.2,"1451,2451,4451,5451",high,200.0,2
2920,Kiwi 905 Eggesbønes,Eggesbøvegen 4,6092.0,62.32582,5.63805,1.0,25.3,"1252,3251,4252,5702",high,259.0,2
2927,Kiwi 906 Deknepollen,Nordfjordvegen 9248,6704.0,61.9230879,5.1502,1.0,30.2,"1451,2451,3451,4451,5451",high,250.0,2
2928,Kiwi 914 Ulsteinvik,Saunesvegen 2,6065.0,62.3402676,5.854927,1.0,44.0,"1702,2702,3702,4702,5702",high,303.0,2
2930,Kiwi 921 Vestnes,Sjøgata 2,6390.0,62.6235306,7.0902534,1.0,30.3,"1651,2651,3651,4651,5651",high,252.0,2
2931,Kiwi 901 Nørve,NØRVEGATA 23,6008.0,62.4715115,6.2065205,1.0,25.4,"1103,2056,3056,4102,5752",high,302.0,1
2932,Kiwi 902 Spjelkavik,SPJELKAVIKVEGEN 42,6010.0,62.463529,6.364485,1.0,32.2,"1054,2105,3105,4103,5402",high,301.0,1
2935,Kiwi 844 Sykkylven,Storgata 10,6230.0,62.3913141,6.5816796,1.0,26.5,"1601,2602,3601,4602,5601",high,302.0,2
2936,Kiwi 843 Volda,Vikebygdvegen 2A,6100.0,62.1467135,6.0889177,1.0,26.0,"1503,2503,3502,4503,5502",high,309.0,2
2937,Kiwi 925 Meieribygget Ørsta,Ivar Aasen-gata 7,6150.0,62.1991,6.12729,1.0,20.0,"1502,2501,3501,4502,5501",high,43.0,2
2939,Kiwi 909 Flisnes,FLISNESVEGEN 1,6012.0,62.4319749,6.4127797,1.0,29.4,"1107,2106,3103,4104,5402",high,296.0,1
2940,Kiwi 923 Hatlane,SMEDGARDEN 1,6016.0,62.4604828,6.2686763,1.0,20.9,"1104,2053,3108,4108,5752",high,302.0,1
2942,Kiwi 910 Kverve,Kverve Senter,6057.0,62.49102,6.1913,1.0,18.3,"1751,2751,3057,4751,5751",high,302.0,1
2943,Bunnpris Nørve,Nørvegata 1,6008.0,62.4708204,6.20156,1.0,12.8,"1101,3053,4051",high,155.0,1
2946,Kiwi 911 Fiskarstrand,Risevegen 1,6035.0,62.4402429,6.2730816,1.0,17.6,"1401,2404,3401,4402,5401",high,302.0,1
2947,Kiwi 920 Breivika,LERSTADVEGEN 545,6018.0,62.471726,6.363353,1.0,27.6,"1053,2106,3104,4751,5752",high,307.0,1
2948,Kiwi 912 Stranda,Øyna 10,6200.0,62.307148,6.945131,1.0,20.9,"1601,2602,3601,4601,5601",high,298.0,2
2950,Kiwi 913 Stryn,Walhallavegen 2,6783.0,61.903006,6.71997,1.0,32.7,"1551,2551,3551,4551,5551",high,302.0,2
2953,Kiwi 915 Valderøy,Ytterland 1,6050.0,62.5068,6.10245,1.0,24.0,"1752,2751,3752,4751,5751",high,303.0,2
2955,Kiwi 916 Kremmergaarden,RASMUS RØNNEBERGS GATE 6,6002.0,62.4712466,6.1538577,1.0,33.3,"1101,2057,3055,4055,5104",high,258.0,1
2956,Kiwi 919 Nedre Strandgate,NEDRE STRANDGATE 51,6005.0,62.470082,6.140048,1.0,20.2,"1101,2057,3055,4055,5104",high,257.0,1
2957,Kiwi 917 Myrvåg,Dragsundvegen 9,6080.0,62.277182,5.80352,1.0,31.3,"1251,2352,3701,4251,5701",high,296.0,2
2958,Kiwi 841 Skodje,Skodjevegen 424,6260.0,62.5033919,6.6966718,1.0,19.6,"1151,2151,3057,4651,5151",high,241.0,1
2959,Kiwi 918 Langevåg,Djupdalen 53,6030.0,62.4407026,6.1998007,1.0,23.5,"1401,2403,3401,4402,5402",high,307.0,1
2960,Cafe Nova,Sjøgata 100,6065.0,62.34395,5.846097,1.0,10.4,"2701,4701",low,52.0,2
2961,Kiwi 924 Vallekrysset,Glomsetvegen 8,6260.0,62.47913,6.66524,1.0,17.8,"1201,2651,3151,4302,5651",high,260.0,2
2963,Kiwi 922 Nordfjordeid,Nordfjordvegen 4517,6770.0,61.9099355,5.9954311,1.0,23.4,"1451,2451,3452,4451,5452",high,296.0,2
3054,Bunnpris Skansen,SKAREGATA 1,6002.0,62.474674,6.156916,1.0,12.8,"1052,2054,4054,5054",high,190.0,1
3066,Bunnpris Volda,HALKJELSGATE 4,6100.0,62.14507,6.066253,1.0,17.0,"1501,3502,5501",high,138.0,2
3070,Bunnpris Brattvåg,Strandgata 40,6282.0,62.596963,6.446316,1.0,12.3,"1151,2151,3151,5151",high,251.0,2
3071,Bunnpris Sjøholt,ÅRØYVEGEN 2,6249.0,62.482209,6.81757,1.0,22.5,"1651,2651,3651,4651,5651",high,234.0,2
3075,Bunnpris Vatne,Vatnevegen 15,6265.0,62.544919,6.593203,1.0,16.1,"1151,2151,3151,5151",high,251.0,2
3076,Bunnpris Spjelkavik,Bunnpris Spjelkavik,6010.0,62.462997,6.363048,1.0,15.5,"1054,2102,4103,5402",high,248.0,1
3077,Bunnpris Ulsteinvik,Saunesvegen 10,6065.0,62.3397174,5.855376,1.0,16.0,"1701,2701,3702,5701",high,250.0,2
3078,Bunnpris Torghallen,NEDRE STRANDGATE 9,6004.0,62.4703741,6.1502732,1.0,14.7,"1052,2104,3055,4054,5054",high,300.0,1
3079,Bunnpris Langevåg,Molværsvegen 41,6030.0,62.4376538,6.1879915,1.0,10.6,"1401,2403,4402,5402",high,252.0,1
3080,Bunnpris Valderøy,Øysenteret Pettervegen 2,6050.0,62.499107,6.130952,1.0,17.4,"1752,3752,5751",high,199.0,2
3081,Bunnpris Vedde,Veddevegen 163,6030.0,62.437824,6.234944,1.0,14.8,"1401,2404,3401,5401",high,252.0,1
3083,Bunnpris Ikornes,Sørestrandveien 691,6222.0,62.386,6.55457,1.0,22.9,"1601,2601,4602,5601",high,201.0,2
3086,Bunnpris Olden,Fjordveien 1667,6788.0,61.835325,6.8048951,1.0,21.9,"1551,2551,4551,5551",high,202.0,2
3087,Bunnpris Broa,BROGATA 1,6005.0,62.469771,6.125637,1.0,13.3,"1052,2054,4055",high,171.0,1
3089,Bunnpris Valldal,Grandegata 38,6210.0,62.297543,7.256927,1.0,30.0,"1201,3201,5201",high,162.0,2
3092,Bunnpris Stad,Leikanger 42,6751.0,62.11918,5.318464,1.0,26.9,"1351,2351,5351",high,152.0,2
3093,Bunnpris Ørsta,Vikeøyrane 4,6150.0,62.199592,6.123608,1.0,11.8,"1503,2503,3502,4503,5502",high,299.0,2
3095,Bunnpris Hareid,Strandgata 53,6060.0,62.368536,6.032497,1.0,16.9,"1702,3701,4701,5701",high,247.0,2
3096,Bunnpris Eid,Sjøgata 21,6770.0,61.908742,5.985056,1.0,17.4,"1451,3452,5452",high,198.0,2
3097,Bunnpris Stryn,ROGNHAUGEN 13,6783.0,61.90424,6.71934,1.0,14.4,"1551,3551,5551",high,154.0,2
3148,Joker Åram,HAKALLESTRANDA 443,6149.0,62.1738267,5.4411348,1.0,10.7,"1351,4351",high,102.0,2
3210,Joker Lepsøy,Lepsøyvegen 57,6292.0,62.61032,6.20503,1.0,16.7,2151,high,53.0,2
3289,Soi One,Rasmus Rønnebergs gate 4,6002.0,62.470954,6.153081,1.0,5.9,"2403,4402",low,81.0,1
3295,Lanternen As,Jensholmen 1,6070.0,62.31365,5.70745,1.0,7.5,4251,med,49.0,2
3318,2057 HOTEL LOENFJORD,Fjordvegen 1047,6789.0,61.870894536645494,6.84667285763831,1.0,8.6,0,med,46.0,2
3319,Alnes Fyr Og Opplevelsessenter,ALNESVEGEN 172,6065.0,62.4892605,5.96547,1.0,6.5,"3751,5751",low,87.0,2
3328,Jr Ulsteinvik As,Sjøgata 34,6065.0,62.34152,5.84891,1.0,8.1,3701,med,90.0,2
3338,Remmemsvik Kiosk & Gatekjøkken,Skulevegen 1,6390.0,62.61504,7.09332,1.0,5.9,"3651,5651",low,99.0,2
3339,Helsehuset Stella Maris,Brugata 6,6390.0,62.6215923,7.09056,1.0,5.2,3651,med,52.0,2
3425,Løseths O.a.j. Eftf. As,SJØVEGEN 129,6230.0,62.43039,6.78687,1.0,6.8,2601,low,52.0,2
3438,Mardini Spiseri,Sjøgata 98,6770.0,61.91232,5.98253,1.0,10.0,3452,med,44.0,2
3440,Longva Servicesenter,LONGVAFJORDVEGEN 521,6293.0,62.66401,6.27188,1.0,7.3,2151,low,34.0,2
3550,Joker Geiranger,Maråkvegen 49,6216.0,62.101089,7.205247,1.0,43.6,1302,low,5.0,2
3558,JAFS KOKKEN ROLL,Strandgata 77,6060.0,62.37074706321588,6.03007632878972,1.0,8.6,0,med,73.0,2
3565,BOGNE BRESERI AS,Kvithaugsmyra 6,6092.0,62.32639389141841,5.634694844145073,1.0,8.6,0,med,42.0,2
3567,Kontorpunkt,GATE 1 85,6700.0,61.93704,5.11502,1.0,9.5,4451,high,30.0,2
3615,Joker Godøy,Teppemyra 3,6055.0,62.4756673,6.0383892,1.0,18.6,"1751,3751,5751",high,153.0,2
3623,Måløy Spiskammers,Gate 1 77,6700.0,61.93328,5.11141,1.0,10.9,"3451,5451",med,93.0,2
3643,Mix Måløy Ny,SJØGATA 26,6700.0,61.93495,5.11439,1.0,14.6,3451,high,42.0,2
3658,Mix Selje,HOVEVEGEN 127,6740.0,62.044206,5.34394,1.0,12.0,5351,low,71.0,2
3735,Meny Fosnavåg,Tollåsbakken 2,6090.0,62.34287,5.6306574,1.0,23.6,"1252,3251,4252,5702",high,258.0,2
3756,Motorhuset,Brendahaugen 8,6065.0,62.336197,5.8773128,1.0,9.1,"2602,5601",med,101.0,2
3770,Muritunet As,GRANDEGATA 58,6210.0,62.29746,7.25305,1.0,9.1,"3201,5201",med,96.0,2
3865,Måløy Vg Skule,Nordfjordvegen 9009,6718.0,61.91874,5.17124,1.0,6.8,3451,med,42.0,2
3880,MØRE FOLKEHØGSKULE,Kyrkjegata 48,6150.0,62.202699805008706,6.1215648765740704,1.0,8.6,0,med,48.0,2
3891,Møre Trafo Kantine,NAUSTVEGEN 10,6230.0,62.40781,6.55616,1.0,6.8,"2601,4602",low,89.0,2
3903,Linja Dragsund Kant.306834-1,Industrivegen 6,6080.0,62.27698,5.80906,1.0,6.3,1251,low,44.0,2
3907,Linja Avd Høgvoll 10012-1000,Høgvollvegen 15,6018.0,62.47,6.35758,1.0,5.4,3101,low,46.0,1
3981,Nogva Motorfabrikk,HAMSUNDVEGEN 266,6280.0,62.55125,6.27682,1.0,14.5,1151,med,24.0,2
3984,Naustet Grill,HAVNEGATA 19,6100.0,62.144746,6.067831,1.0,11.2,3501,high,62.0,2
3999,Nordfjord Kjøtt As Kantine,LOVIKVEGEN 32,6789.0,61.86657,6.85676,1.0,6.3,4551,low,49.0,2
4002,Nordfjord Hotell,SANDPLASSEN 1,6770.0,61.904174,5.99596,1.0,9.5,"3452,5452",med,85.0,2
4044,Fole Festlig,KONGSHAUGSTRANDA 9,6037.0,62.43156,6.35635,1.0,5.2,"3102,5401",med,52.0,1
4047,Obs Bygg Digernes,Utvikbygda Digerneset,6260.0,62.493019,6.605869,1.0,5.7,3151,low,12.0,2
4070,Joker Larsnes,Larsnesvegen 67,6084.0,62.20638,5.5715076,1.0,16.9,"1351,2352,4351,5701",high,200.0,2
4096,ANITAS KANTINE,Kyrkjevegen 6,6230.0,62.3937145408296,6.589241263703206,1.0,8.6,0,med,40.0,2
4110,Eurospar Ørsta,Holmegata 6,6151.0,62.196948,6.128328,1.0,24.1,"1502,2503,3502,4503,5502",high,302.0,2
4205,Joker Åheim,St. Jetmund-vegen 9,6146.0,62.036511,5.5298,1.0,22.4,"1351,2351,5351",high,152.0,2
4220,Spar Ellingsøy,Røysethaugen 10,6057.0,62.504485,6.39643,1.0,16.3,"1751,2751,3057,5151",high,239.0,1
4225,Spar Åse,Øvre Geilegrend 1,6017.0,62.4643885,6.3172074,1.0,16.3,"1101,2053,3054,4102,5054",high,264.0,1
4235,Spar Raudeberg,Nedrevegen 102,6707.0,61.9817494,5.1359776,1.0,24.2,"1451,2451,4451,5451",high,201.0,2
4245,Spar Valldal,Syltegata 1,6210.0,62.29798,7.26419,1.0,30.1,"1201,3201,5201",high,161.0,2
5129,Osdals Catering,Prestegata 29,6100.0,62.14415,6.08199,1.0,10.5,2501,med,72.0,2
5181,Rekkedal Gjestegard,Bondalsvegen 396,6165.0,62.16892,6.35677,1.0,7.8,4501,low,40.0,2
5195,RAFTEVOLDS HOTEL,Sanden 27,6763.0,61.96764993665425,6.524541699973519,1.0,8.6,0,med,40.0,2
5263,Matstova Oppstryn,Strynevegen 1938,6799.0,61.9108111,7.0485729,1.0,12.6,3551,low,58.0,2
5264,Stryn Torg Matstova,Tonningsgata 4,6783.0,61.90334,6.7188,1.0,5.4,3551,low,51.0,2
5280,Joker Hellesylt,Hellesyltvegen 49,6218.0,62.08441,6.86958,1.0,19.0,"1601,3601,5601",high,148.0,2
5540,Spar Volda,Kårstadvegen 24,6103.0,62.14941,6.08458,1.0,14.5,"1501,2503,3502,5501",high,214.0,2
5550,Spar Hovdebygda,Tovmyrane 5,6160.0,62.1827871,6.0843433,1.0,15.4,"1501,3501,4502,5502",high,207.0,2
5841,Sandetun - Kantine,Tinghaugvegen 6,6084.0,62.20551,5.57617,1.0,2.3,2352,low,11.0,2
5851,Sandetun - Kjøkken,Tinghaugvegen 6,6084.0,62.20551,5.57617,1.0,7.4,2352,med,53.0,2
5853,SABRY SUSHI,ÅRØYVEGEN 2,6240.0,62.482226966262594,6.817146749172954,1.0,8.6,0,med,50.0,2
5887,Ssp Upper Crust A326 Aes,Ålesund lufthavn,6040.0,62.55831,6.11555,1.0,5.5,"3751,5751",low,120.0,2
5888,Ssp O'learys A327 Aes,Ålesund lufthavn,6040.0,62.55831,6.11555,1.0,5.8,"1751,3751,5751",low,129.0,2
5892,Ssp Aksla Int A331 Aes,Ålesund lufthavn,6040.0,62.55831,6.11555,1.0,6.1,"1751,5751",low,85.0,2
5894,Ssp Point Dom A328 Aes,Ålesund lufthavn,6040.0,62.55831,6.11555,1.0,7.2,"1751,3751,5751",med,142.0,2
5895,Ssp Prod.kjøkken Y018 Aes,Ålesund lufthavn,6040.0,62.55831,6.11555,1.0,6.2,"1751,3751,5751",low,115.0,2
5904,Sjøkanten Cafe,SJØGATA 21,6770.0,61.9083128,5.9840613,1.0,16.3,3452,high,63.0,2
6011,Joker Utvik,Fv725,6797.0,61.8068792,6.519064,1.0,14.9,"1551,4551",high,102.0,2
6017,Sjøholt Catering As,Sjøholtvegen 1,6249.0,62.48279,6.8109,1.0,8.1,3651,low,73.0,2
